pop,pcrit,Neb,Neb_lCI,Neb_uCI,He_Ne,He_lCIp,He_uCIp,LDNe,LDNe_lCIp,LDNe_uCIp,LDNe_lCIj,LDNe_uCIj,facet
WAL.2017,0.02,2.7,1.6,4.2,2.6,2,3.9,Inf,Inf,Inf,13.3,Inf,watershed.year
WAL.2017,0.01,2.7,1.6,4.2,2.6,2,3.9,Inf,Inf,Inf,13.3,Inf,watershed.year
WWH.1996,0.05,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.1996,0.02,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.1996,0.01,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.2011,0.05,5.5,2,10.8,4.6,3.2,9.2,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.2011,0.02,5.5,2,10.8,4.6,3.2,9.2,Inf,Inf,Inf,Inf,Inf,watershed.year
WWH.2011,0.01,5.5,2,10.8,4.6,3.2,9.2,Inf,Inf,Inf,Inf,Inf,watershed.year
YUB.2016,0.05,1.9,1.3,2.7,4.3,3.1,7.8,Inf,247.8,Inf,13.4,Inf,watershed.year
YUB.2016,0.02,1.9,1.3,2.7,5.9,4.1,11,Inf,108.4,Inf,15,Inf,watershed.year
YUB.2016,0.01,1.9,1.3,2.7,5.9,4.1,11,Inf,108.4,Inf,15,Inf,watershed.year
