comparison,overall_fst,n1,n2
str_MEI.2017~str_SLK.2015,0.2022,17,20
str_MEI.2017~str_SNO.2010,0.1264,17,8
str_MEI.2017~str_TCR.2002,0.0967,17,9
str_MEI.2017~str_TCR.2017,0.0994,17,14
str_MEI.2017~str_TNY.2001,0.1164,17,12
str_MEI.2017~str_TNY.2012,0.0574,17,3
str_MEI.2017~str_TOJ.2017,0.1318,17,17
str_MEI.2017~str_TRB.2010,0.0915,17,8
str_MEI.2017~str_UNK.0,0.064,17,1
str_MEI.2017~str_UWF.2015,0.3057,17,9
str_MEI.2017~str_WAC.1997,0.1505,17,17
str_MEI.2017~str_WAC.2016,0.107,17,8
str_MEI.2017~str_WHO.2011,0.1225,17,8
str_MEI.2017~str_WIC.2000,0.1464,17,16
str_MEI.2017~str_WIC.2017,0.2139,17,11
str_MEI.2017~str_WIL.1996,0.0534,17,8
str_MEI.2017~str_WLN.2009,0.1212,17,14
str_MEI.2017~str_WLN.2017,0.0635,17,8
str_MEI.2017~str_WMR.2000,0.078,17,2
str_MEI.2017~str_WMR.2016,0.0724,17,5
str_MHK.2000~str_MHK.2016,-0.0204,20,5
str_MHK.2000~str_MIL.2015,0.3764,20,20
str_MHK.2000~str_MIL.2017,0.4348,20,17
str_MHK.2000~str_MOH.2013,0.1658,20,10
str_MHK.2000~str_MPH.2011,0.463,20,12
str_MHK.2000~str_MRB.2016,0.2688,20,5
str_MHK.2000~str_MRV.2016,0.1968,20,5
str_MHK.2000~str_MSQ.2000,0.3603,20,3
str_MHK.2000~str_MUR.2017,0.342,20,14
str_MHK.2000~str_NFB.2016,0.3437,20,7
str_MHK.2000~str_NFC.2012,0.2831,20,16
str_MHK.2000~str_NFG.2009,0.3637,20,7
str_MHK.2000~str_OHR.2011,0.7689,20,1
str_MHK.2000~str_PEC.2018,0.2235,20,15
str_MHK.2000~str_PKC.2000,0.3434,20,2
str_MHK.2000~str_POI.2017,0.2458,20,16
str_MHK.2000~str_POL.2016,0.2478,20,19
str_MHK.2000~str_ROC.2009,0.1784,20,14
str_MHK.2000~str_ROC.2017,0.2304,20,8
str_MHK.2000~str_SEC.2010,0.3535,20,6
str_MHK.2000~str_SHE.2010,0.3844,20,3
str_MHK.2000~str_SIL.2015,0.4744,20,6
str_MHK.2000~str_SLK.2015,0.3709,20,20
str_MHK.2000~str_SNO.2010,0.2904,20,8
str_MHK.2000~str_TCR.2002,0.2098,20,9
str_MHK.2000~str_TCR.2017,0.1654,20,14
str_MHK.2000~str_TNY.2001,0.1661,20,12
str_MHK.2000~str_TNY.2012,0.1258,20,3
str_MHK.2000~str_TOJ.2017,0.1856,20,17
str_MHK.2000~str_TRB.2010,0.254,20,8
str_MHK.2000~str_UNK.0,0.5451,20,1
str_MHK.2000~str_UWF.2015,0.4816,20,9
str_MHK.2000~str_WAC.1997,0.2783,20,17
str_MHK.2000~str_WAC.2016,0.3251,20,8
str_MHK.2000~str_WHO.2011,0.2212,20,8
str_MHK.2000~str_WIC.2000,0.2405,20,16
str_MHK.2000~str_WIC.2017,0.3571,20,11
str_MHK.2000~str_WIL.1996,0.1271,20,8
str_MHK.2000~str_WLN.2009,0.2051,20,14
str_MHK.2000~str_WLN.2017,0.2297,20,8
str_MHK.2000~str_WMR.2000,0.4855,20,2
str_MHK.2000~str_WMR.2016,0.3158,20,5
str_MHK.2016~str_MIL.2015,0.2593,5,20
str_MHK.2016~str_MIL.2017,0.3702,5,17
str_MHK.2016~str_MOH.2013,0.0683,5,10
str_MHK.2016~str_MPH.2011,0.3407,5,12
str_MHK.2016~str_MRB.2016,0.1384,5,5
str_MHK.2016~str_MRV.2016,0.1741,5,5
str_MHK.2016~str_MSQ.2000,0.2644,5,3
str_MHK.2016~str_MUR.2017,0.2449,5,14
str_MHK.2016~str_NFB.2016,0.2529,5,7
str_MHK.2016~str_NFC.2012,0.2557,5,16
str_MHK.2016~str_NFG.2009,0.3061,5,7
str_MHK.2016~str_OHR.2011,0.6231,5,1
str_MHK.2016~str_PEC.2018,0.1583,5,15
str_MHK.2016~str_PKC.2000,0.3103,5,2
str_MHK.2016~str_POI.2017,0.1502,5,16
str_MHK.2016~str_POL.2016,0.1589,5,19
str_MHK.2016~str_ROC.2009,0.0942,5,14
str_MHK.2016~str_ROC.2017,0.1183,5,8
str_MHK.2016~str_SEC.2010,0.2153,5,6
str_MHK.2016~str_SHE.2010,0.2296,5,3
str_MHK.2016~str_SIL.2015,0.349,5,6
str_MHK.2016~str_SLK.2015,0.2503,5,20
str_MHK.2016~str_SNO.2010,0.1872,5,8
str_MHK.2016~str_TCR.2002,0.12,5,9
str_MHK.2016~str_TCR.2017,0.0956,5,14
str_MHK.2016~str_TNY.2001,0.0618,5,12
str_MHK.2016~str_TNY.2012,0.0171,5,3
str_MHK.2016~str_TOJ.2017,0.1205,5,17
str_MHK.2016~str_TRB.2010,0.1358,5,8
str_MHK.2016~str_UNK.0,0.4992,5,1
str_MHK.2016~str_UWF.2015,0.2751,5,9
str_MHK.2016~str_WAC.1997,0.1947,5,17
str_MHK.2016~str_WAC.2016,0.2265,5,8
str_MHK.2016~str_WHO.2011,0.1385,5,8
str_MHK.2016~str_WIC.2000,0.1649,5,16
str_MHK.2016~str_WIC.2017,0.2537,5,11
str_MHK.2016~str_WIL.1996,0.0486,5,8
str_MHK.2016~str_WLN.2009,0.1268,5,14
str_MHK.2016~str_WLN.2017,0.1281,5,8
str_MHK.2016~str_WMR.2000,0.3688,5,2
str_MHK.2016~str_WMR.2016,0.1958,5,5
str_MIL.2015~str_MIL.2017,0.0228,20,17
str_MIL.2015~str_MOH.2013,0.1771,20,10
str_MIL.2015~str_MPH.2011,-0.0054,20,12
str_MIL.2015~str_MRB.2016,0.1986,20,5
str_MIL.2015~str_MRV.2016,0.2234,20,5
str_MIL.2015~str_MSQ.2000,0.2643,20,3
str_MIL.2015~str_MUR.2017,0.0812,20,14
str_MIL.2015~str_NFB.2016,0.2227,20,7
str_MIL.2015~str_NFC.2012,0.3404,20,16
str_MIL.2015~str_NFG.2009,0.2548,20,7
str_MIL.2015~str_OHR.2011,0.2686,20,1
str_MIL.2015~str_PEC.2018,0.2413,20,15
str_MIL.2015~str_PKC.2000,0.2195,20,2
str_MIL.2015~str_POI.2017,0.1508,20,16
str_MIL.2015~str_POL.2016,0.2407,20,19
str_MIL.2015~str_ROC.2009,0.2551,20,14
str_MIL.2015~str_ROC.2017,0.2307,20,8
str_MIL.2015~str_SEC.2010,0.238,20,6
str_MIL.2015~str_SHE.2010,0.165,20,3
str_MIL.2015~str_SIL.2015,0.0493,20,6
str_MIL.2015~str_SLK.2015,0.0027,20,20
str_MIL.2015~str_SNO.2010,0.2459,20,8
str_MIL.2015~str_TCR.2002,0.2139,20,9
str_MIL.2015~str_TCR.2017,0.2359,20,14
str_MIL.2015~str_TNY.2001,0.265,20,12
str_MIL.2015~str_TNY.2012,0.1968,20,3
str_MIL.2015~str_TOJ.2017,0.2604,20,17
str_MIL.2015~str_TRB.2010,0.1938,20,8
str_MIL.2015~str_UNK.0,0.2439,20,1
str_MIL.2015~str_UWF.2015,0.1176,20,9
str_MIL.2015~str_WAC.1997,0.2768,20,17
str_MIL.2015~str_WAC.2016,0.2351,20,8
str_MIL.2015~str_WHO.2011,0.2301,20,8
str_MIL.2015~str_WIC.2000,0.2578,20,16
str_MIL.2015~str_WIC.2017,0.2881,20,11
str_MIL.2015~str_WIL.1996,0.2029,20,8
str_MIL.2015~str_WLN.2009,0.2185,20,14
str_MIL.2015~str_WLN.2017,0.2228,20,8
str_MIL.2015~str_WMR.2000,0.247,20,2
str_MIL.2015~str_WMR.2016,0.2051,20,5
str_MIL.2017~str_MOH.2013,0.2486,17,10
str_MIL.2017~str_MPH.2011,0.0353,17,12
str_MIL.2017~str_MRB.2016,0.3198,17,5
str_MIL.2017~str_MRV.2016,0.3031,17,5
str_MIL.2017~str_MSQ.2000,0.3921,17,3
str_MIL.2017~str_MUR.2017,0.1299,17,14
str_MIL.2017~str_NFB.2016,0.3364,17,7
str_MIL.2017~str_NFC.2012,0.4036,17,16
str_MIL.2017~str_NFG.2009,0.3419,17,7
str_MIL.2017~str_OHR.2011,0.3877,17,1
str_MIL.2017~str_PEC.2018,0.2931,17,15
str_MIL.2017~str_PKC.2000,0.3447,17,2
str_MIL.2017~str_POI.2017,0.2104,17,16
str_MIL.2017~str_POL.2016,0.3081,17,19
str_MIL.2017~str_ROC.2009,0.314,17,14
str_MIL.2017~str_ROC.2017,0.3327,17,8
str_MIL.2017~str_SEC.2010,0.3459,17,6
str_MIL.2017~str_SHE.2010,0.303,17,3
str_MIL.2017~str_SIL.2015,0.1713,17,6
str_MIL.2017~str_SLK.2015,0.0341,17,20
str_MIL.2017~str_SNO.2010,0.3563,17,8
str_MIL.2017~str_TCR.2002,0.2895,17,9
str_MIL.2017~str_TCR.2017,0.2946,17,14
str_MIL.2017~str_TNY.2001,0.3562,17,12
str_MIL.2017~str_TNY.2012,0.3323,17,3
str_MIL.2017~str_TOJ.2017,0.3035,17,17
str_MIL.2017~str_TRB.2010,0.2985,17,8
str_MIL.2017~str_UNK.0,0.4713,17,1
str_MIL.2017~str_UWF.2015,0.2369,17,9
str_MIL.2017~str_WAC.1997,0.3386,17,17
str_MIL.2017~str_WAC.2016,0.3377,17,8
str_MIL.2017~str_WHO.2011,0.3377,17,8
str_MIL.2017~str_WIC.2000,0.3188,17,16
str_MIL.2017~str_WIC.2017,0.3753,17,11
str_MIL.2017~str_WIL.1996,0.3231,17,8
str_MIL.2017~str_WLN.2009,0.2712,17,14
str_MIL.2017~str_WLN.2017,0.3267,17,8
str_MIL.2017~str_WMR.2000,0.4144,17,2
str_MIL.2017~str_WMR.2016,0.3224,17,5
str_MOH.2013~str_MPH.2011,0.1966,10,12
str_MOH.2013~str_MRB.2016,0.0698,10,5
str_MOH.2013~str_MRV.2016,0.1159,10,5
str_MOH.2013~str_MSQ.2000,0.0573,10,3
str_MOH.2013~str_MUR.2017,0.1493,10,14
str_MOH.2013~str_NFB.2016,0.1115,10,7
str_MOH.2013~str_NFC.2012,0.1835,10,16
str_MOH.2013~str_NFG.2009,0.126,10,7
str_MOH.2013~str_OHR.2011,0.0871,10,1
str_MOH.2013~str_PEC.2018,0.1267,10,15
str_MOH.2013~str_PKC.2000,0.0014,10,2
str_MOH.2013~str_POI.2017,0.104,10,16
str_MOH.2013~str_POL.2016,0.1487,10,19
str_MOH.2013~str_ROC.2009,0.1,10,14
str_MOH.2013~str_ROC.2017,0.0937,10,8
str_MOH.2013~str_SEC.2010,0.1309,10,6
str_MOH.2013~str_SHE.2010,0.0919,10,3
str_MOH.2013~str_SIL.2015,0.0953,10,6
str_MOH.2013~str_SLK.2015,0.1563,10,20
str_MOH.2013~str_SNO.2010,0.1198,10,8
str_MOH.2013~str_TCR.2002,0.1042,10,9
str_MOH.2013~str_TCR.2017,0.1168,10,14
str_MOH.2013~str_TNY.2001,0.1057,10,12
str_MOH.2013~str_TNY.2012,0.037,10,3
str_MOH.2013~str_TOJ.2017,0.1252,10,17
str_MOH.2013~str_TRB.2010,0.1065,10,8
str_MOH.2013~str_UNK.0,0.0688,10,1
str_MOH.2013~str_UWF.2015,0.2051,10,9
str_MOH.2013~str_WAC.1997,0.1656,10,17
str_MOH.2013~str_WAC.2016,0.1238,10,8
str_MOH.2013~str_WHO.2011,0.0455,10,8
str_MOH.2013~str_WIC.2000,0.1558,10,16
str_MOH.2013~str_WIC.2017,0.2104,10,11
str_MOH.2013~str_WIL.1996,0.0295,10,8
str_MOH.2013~str_WLN.2009,0.1065,10,14
str_MOH.2013~str_WLN.2017,0.0709,10,8
str_MOH.2013~str_WMR.2000,0.0612,10,2
str_MOH.2013~str_WMR.2016,0.0868,10,5
str_MPH.2011~str_MRB.2016,0.2383,12,5
str_MPH.2011~str_MRV.2016,0.2921,12,5
str_MPH.2011~str_MSQ.2000,0.3475,12,3
str_MPH.2011~str_MUR.2017,0.0813,12,14
str_MPH.2011~str_NFB.2016,0.2707,12,7
str_MPH.2011~str_NFC.2012,0.4063,12,16
str_MPH.2011~str_NFG.2009,0.3237,12,7
str_MPH.2011~str_OHR.2011,0.4194,12,1
str_MPH.2011~str_PEC.2018,0.2594,12,15
str_MPH.2011~str_PKC.2000,0.3293,12,2
str_MPH.2011~str_POI.2017,0.1537,12,16
str_MPH.2011~str_POL.2016,0.258,12,19
str_MPH.2011~str_ROC.2009,0.2772,12,14
str_MPH.2011~str_ROC.2017,0.2781,12,8
str_MPH.2011~str_SEC.2010,0.2939,12,6
str_MPH.2011~str_SHE.2010,0.2075,12,3
str_MPH.2011~str_SIL.2015,0.1115,12,6
str_MPH.2011~str_SLK.2015,0.0117,12,20
str_MPH.2011~str_SNO.2010,0.3067,12,8
str_MPH.2011~str_TCR.2002,0.2493,12,9
str_MPH.2011~str_TCR.2017,0.2528,12,14
str_MPH.2011~str_TNY.2001,0.314,12,12
str_MPH.2011~str_TNY.2012,0.2735,12,3
str_MPH.2011~str_TOJ.2017,0.2806,12,17
str_MPH.2011~str_TRB.2010,0.2313,12,8
str_MPH.2011~str_UNK.0,0.3682,12,1
str_MPH.2011~str_UWF.2015,0.1296,12,9
str_MPH.2011~str_WAC.1997,0.2828,12,17
str_MPH.2011~str_WAC.2016,0.2731,12,8
str_MPH.2011~str_WHO.2011,0.3036,12,8
str_MPH.2011~str_WIC.2000,0.2807,12,16
str_MPH.2011~str_WIC.2017,0.317,12,11
str_MPH.2011~str_WIL.1996,0.2583,12,8
str_MPH.2011~str_WLN.2009,0.2436,12,14
str_MPH.2011~str_WLN.2017,0.2753,12,8
str_MPH.2011~str_WMR.2000,0.349,12,2
str_MPH.2011~str_WMR.2016,0.2694,12,5
str_MRB.2016~str_MRV.2016,0.1004,5,5
str_MRB.2016~str_MSQ.2000,0.1291,5,3
str_MRB.2016~str_MUR.2017,0.1632,5,14
str_MRB.2016~str_NFB.2016,0.1048,5,7
str_MRB.2016~str_NFC.2012,0.1715,5,16
str_MRB.2016~str_NFG.2009,0.1565,5,7
str_MRB.2016~str_OHR.2011,0.201,5,1
str_MRB.2016~str_PEC.2018,0.019,5,15
str_MRB.2016~str_PKC.2000,0.0968,5,2
str_MRB.2016~str_POI.2017,0.0524,5,16
str_MRB.2016~str_POL.2016,0.07,5,19
str_MRB.2016~str_ROC.2009,0.0399,5,14
str_MRB.2016~str_ROC.2017,0.0435,5,8
str_MRB.2016~str_SEC.2010,0.0823,5,6
str_MRB.2016~str_SHE.2010,0.0277,5,3
str_MRB.2016~str_SIL.2015,0.1168,5,6
str_MRB.2016~str_SLK.2015,0.1839,5,20
str_MRB.2016~str_SNO.2010,0.0961,5,8
str_MRB.2016~str_TCR.2002,0.0042,5,9
str_MRB.2016~str_TCR.2017,0.0068,5,14
str_MRB.2016~str_TNY.2001,0.1029,5,12
str_MRB.2016~str_TNY.2012,0.0478,5,3
str_MRB.2016~str_TOJ.2017,0.0508,5,17
str_MRB.2016~str_TRB.2010,0.0619,5,8
str_MRB.2016~str_UNK.0,0.0619,5,1
str_MRB.2016~str_UWF.2015,0.1971,5,9
str_MRB.2016~str_WAC.1997,0.126,5,17
str_MRB.2016~str_WAC.2016,0.115,5,8
str_MRB.2016~str_WHO.2011,0.1156,5,8
str_MRB.2016~str_WIC.2000,0.0623,5,16
str_MRB.2016~str_WIC.2017,0.1205,5,11
str_MRB.2016~str_WIL.1996,0.0316,5,8
str_MRB.2016~str_WLN.2009,0.0355,5,14
str_MRB.2016~str_WLN.2017,0.027,5,8
str_MRB.2016~str_WMR.2000,0.0484,5,2
str_MRB.2016~str_WMR.2016,0.0563,5,5
str_MRV.2016~str_MSQ.2000,0.3165,5,3
str_MRV.2016~str_MUR.2017,0.2328,5,14
str_MRV.2016~str_NFB.2016,0.2383,5,7
str_MRV.2016~str_NFC.2012,0.2279,5,16
str_MRV.2016~str_NFG.2009,0.2446,5,7
str_MRV.2016~str_OHR.2011,0.5325,5,1
str_MRV.2016~str_PEC.2018,0.1241,5,15
str_MRV.2016~str_PKC.2000,0.3238,5,2
str_MRV.2016~str_POI.2017,0.1272,5,16
str_MRV.2016~str_POL.2016,0.1222,5,19
str_MRV.2016~str_ROC.2009,0.1385,5,14
str_MRV.2016~str_ROC.2017,0.1355,5,8
str_MRV.2016~str_SEC.2010,0.2064,5,6
str_MRV.2016~str_SHE.2010,0.2303,5,3
str_MRV.2016~str_SIL.2015,0.2674,5,6
str_MRV.2016~str_SLK.2015,0.211,5,20
str_MRV.2016~str_SNO.2010,0.231,5,8
str_MRV.2016~str_TCR.2002,0.1025,5,9
str_MRV.2016~str_TCR.2017,0.0929,5,14
str_MRV.2016~str_TNY.2001,0.141,5,12
str_MRV.2016~str_TNY.2012,0.1214,5,3
str_MRV.2016~str_TOJ.2017,0.1355,5,17
str_MRV.2016~str_TRB.2010,0.1549,5,8
str_MRV.2016~str_UNK.0,0.3099,5,1
str_MRV.2016~str_UWF.2015,0.2782,5,9
str_MRV.2016~str_WAC.1997,0.1883,5,17
str_MRV.2016~str_WAC.2016,0.2165,5,8
str_MRV.2016~str_WHO.2011,0.2056,5,8
str_MRV.2016~str_WIC.2000,0.155,5,16
str_MRV.2016~str_WIC.2017,0.2604,5,11
str_MRV.2016~str_WIL.1996,0.1208,5,8
str_MRV.2016~str_WLN.2009,0.1447,5,14
str_MRV.2016~str_WLN.2017,0.1399,5,8
str_MRV.2016~str_WMR.2000,0.3914,5,2
str_MRV.2016~str_WMR.2016,0.1375,5,5
str_MSQ.2000~str_MUR.2017,0.2579,3,14
str_MSQ.2000~str_NFB.2016,0.3297,3,7
str_MSQ.2000~str_NFC.2012,0.3617,3,16
str_MSQ.2000~str_NFG.2009,0.3191,3,7
str_MSQ.2000~str_OHR.2011,0.2833,3,1
str_MSQ.2000~str_PEC.2018,0.1598,3,15
str_MSQ.2000~str_PKC.2000,0.0894,3,2
str_MSQ.2000~str_POI.2017,0.1662,3,16
str_MSQ.2000~str_POL.2016,0.1716,3,19
str_MSQ.2000~str_ROC.2009,0.1253,3,14
str_MSQ.2000~str_ROC.2017,0.1575,3,8
str_MSQ.2000~str_SEC.2010,0.2492,3,6
str_MSQ.2000~str_SHE.2010,0.2691,3,3
str_MSQ.2000~str_SIL.2015,0.2595,3,6
str_MSQ.2000~str_SLK.2015,0.2434,3,20
str_MSQ.2000~str_SNO.2010,0.2934,3,8
str_MSQ.2000~str_TCR.2002,0.1604,3,9
str_MSQ.2000~str_TCR.2017,0.1592,3,14
str_MSQ.2000~str_TNY.2001,0.1963,3,12
str_MSQ.2000~str_TNY.2012,0.2601,3,3
str_MSQ.2000~str_TOJ.2017,0.1728,3,17
str_MSQ.2000~str_TRB.2010,0.216,3,8
str_MSQ.2000~str_UNK.0,0.3353,3,1
str_MSQ.2000~str_UWF.2015,0.2359,3,9
str_MSQ.2000~str_WAC.1997,0.2626,3,17
str_MSQ.2000~str_WAC.2016,0.2666,3,8
str_MSQ.2000~str_WHO.2011,0.0035,3,8
str_MSQ.2000~str_WIC.2000,0.2123,3,16
str_MSQ.2000~str_WIC.2017,0.3004,3,11
str_MSQ.2000~str_WIL.1996,0.0471,3,8
str_MSQ.2000~str_WLN.2009,0.1535,3,14
str_MSQ.2000~str_WLN.2017,0.1443,3,8
str_MSQ.2000~str_WMR.2000,0.3753,3,2
str_MSQ.2000~str_WMR.2016,0.2379,3,5
str_MUR.2017~str_NFB.2016,0.1785,14,7
str_MUR.2017~str_NFC.2012,0.3063,14,16
str_MUR.2017~str_NFG.2009,0.2363,14,7
str_MUR.2017~str_OHR.2011,0.3012,14,1
str_MUR.2017~str_PEC.2018,0.1962,14,15
str_MUR.2017~str_PKC.2000,0.2441,14,2
str_MUR.2017~str_POI.2017,0.0922,14,16
str_MUR.2017~str_POL.2016,0.2031,14,19
str_MUR.2017~str_ROC.2009,0.2139,14,14
str_MUR.2017~str_ROC.2017,0.2264,14,8
str_MUR.2017~str_SEC.2010,0.2246,14,6
str_MUR.2017~str_SHE.2010,0.1458,14,3
str_MUR.2017~str_SIL.2015,0.1271,14,6
str_MUR.2017~str_SLK.2015,0.0768,14,20
str_MUR.2017~str_SNO.2010,0.2139,14,8
str_MUR.2017~str_TCR.2002,0.2066,14,9
str_MUR.2017~str_TCR.2017,0.2037,14,14
str_MUR.2017~str_TNY.2001,0.2174,14,12
str_MUR.2017~str_TNY.2012,0.2004,14,3
str_MUR.2017~str_TOJ.2017,0.231,14,17
str_MUR.2017~str_TRB.2010,0.1611,14,8
str_MUR.2017~str_UNK.0,0.2462,14,1
str_MUR.2017~str_UWF.2015,0.171,14,9
str_MUR.2017~str_WAC.1997,0.219,14,17
str_MUR.2017~str_WAC.2016,0.1933,14,8
str_MUR.2017~str_WHO.2011,0.2319,14,8
str_MUR.2017~str_WIC.2000,0.2399,14,16
str_MUR.2017~str_WIC.2017,0.2745,14,11
str_MUR.2017~str_WIL.1996,0.1807,14,8
str_MUR.2017~str_WLN.2009,0.1889,14,14
str_MUR.2017~str_WLN.2017,0.1808,14,8
str_MUR.2017~str_WMR.2000,0.2775,14,2
str_MUR.2017~str_WMR.2016,0.1957,14,5
str_NFB.2016~str_NFC.2012,0.2699,7,16
str_NFB.2016~str_NFG.2009,0.1643,7,7
str_NFB.2016~str_OHR.2011,0.4642,7,1
str_NFB.2016~str_PEC.2018,0.0811,7,15
str_NFB.2016~str_PKC.2000,0.3404,7,2
str_NFB.2016~str_POI.2017,0.0799,7,16
str_NFB.2016~str_POL.2016,0.1422,7,19
str_NFB.2016~str_ROC.2009,0.1065,7,14
str_NFB.2016~str_ROC.2017,0.1327,7,8
str_NFB.2016~str_SEC.2010,0.1924,7,6
str_NFB.2016~str_SHE.2010,0.1274,7,3
str_NFB.2016~str_SIL.2015,0.2214,7,6
str_NFB.2016~str_SLK.2015,0.1943,7,20
str_NFB.2016~str_SNO.2010,0.123,7,8
str_NFB.2016~str_TCR.2002,0.0625,7,9
str_NFB.2016~str_TCR.2017,0.1066,7,14
str_NFB.2016~str_TNY.2001,0.1731,7,12
str_NFB.2016~str_TNY.2012,0.1513,7,3
str_NFB.2016~str_TOJ.2017,0.112,7,17
str_NFB.2016~str_TRB.2010,0.0868,7,8
str_NFB.2016~str_UNK.0,0.4389,7,1
str_NFB.2016~str_UWF.2015,0.2549,7,9
str_NFB.2016~str_WAC.1997,-0.0017,7,17
str_NFB.2016~str_WAC.2016,-0.0363,7,8
str_NFB.2016~str_WHO.2011,0.2317,7,8
str_NFB.2016~str_WIC.2000,0.1302,7,16
str_NFB.2016~str_WIC.2017,0.1712,7,11
str_NFB.2016~str_WIL.1996,0.0984,7,8
str_NFB.2016~str_WLN.2009,0.0999,7,14
str_NFB.2016~str_WLN.2017,0.0954,7,8
str_NFB.2016~str_WMR.2000,0.314,7,2
str_NFB.2016~str_WMR.2016,0.1561,7,5
str_NFC.2012~str_NFG.2009,0.3173,16,7
str_NFC.2012~str_OHR.2011,0.5794,16,1
str_NFC.2012~str_PEC.2018,0.1867,16,15
str_NFC.2012~str_PKC.2000,0.3618,16,2
str_NFC.2012~str_POI.2017,0.2007,16,16
str_NFC.2012~str_POL.2016,0.206,16,19
str_NFC.2012~str_ROC.2009,0.1932,16,14
str_NFC.2012~str_ROC.2017,0.1848,16,8
str_NFC.2012~str_SEC.2010,0.3062,16,6
str_NFC.2012~str_SHE.2010,0.3167,16,3
str_NFC.2012~str_SIL.2015,0.3678,16,6
str_NFC.2012~str_SLK.2015,0.3226,16,20
str_NFC.2012~str_SNO.2010,0.2848,16,8
str_NFC.2012~str_TCR.2002,0.1812,16,9
str_NFC.2012~str_TCR.2017,0.1272,16,14
str_NFC.2012~str_TNY.2001,0.2106,16,12
str_NFC.2012~str_TNY.2012,0.2753,16,3
str_NFC.2012~str_TOJ.2017,0.192,16,17
str_NFC.2012~str_TRB.2010,0.2413,16,8
str_NFC.2012~str_UNK.0,0.5049,16,1
str_NFC.2012~str_UWF.2015,0.4484,16,9
str_NFC.2012~str_WAC.1997,0.2286,16,17
str_NFC.2012~str_WAC.2016,0.2571,16,8
str_NFC.2012~str_WHO.2011,0.1981,16,8
str_NFC.2012~str_WIC.2000,0.2123,16,16
str_NFC.2012~str_WIC.2017,0.2865,16,11
str_NFC.2012~str_WIL.1996,0.141,16,8
str_NFC.2012~str_WLN.2009,0.1871,16,14
str_NFC.2012~str_WLN.2017,0.1919,16,8
str_NFC.2012~str_WMR.2000,0.4168,16,2
str_NFC.2012~str_WMR.2016,0.2173,16,5
str_NFG.2009~str_OHR.2011,0.3858,7,1
str_NFG.2009~str_PEC.2018,0.1049,7,15
str_NFG.2009~str_PKC.2000,0.3057,7,2
str_NFG.2009~str_POI.2017,0.1313,7,16
str_NFG.2009~str_POL.2016,0.1682,7,19
str_NFG.2009~str_ROC.2009,0.1131,7,14
str_NFG.2009~str_ROC.2017,0.1582,7,8
str_NFG.2009~str_SEC.2010,0.2158,7,6
str_NFG.2009~str_SHE.2010,0.1782,7,3
str_NFG.2009~str_SIL.2015,0.2651,7,6
str_NFG.2009~str_SLK.2015,0.2195,7,20
str_NFG.2009~str_SNO.2010,0.1737,7,8
str_NFG.2009~str_TCR.2002,0.1163,7,9
str_NFG.2009~str_TCR.2017,0.1322,7,14
str_NFG.2009~str_TNY.2001,0.2309,7,12
str_NFG.2009~str_TNY.2012,0.2452,7,3
str_NFG.2009~str_TOJ.2017,0.1405,7,17
str_NFG.2009~str_TRB.2010,0.1205,7,8
str_NFG.2009~str_UNK.0,0.4595,7,1
str_NFG.2009~str_UWF.2015,0.3133,7,9
str_NFG.2009~str_WAC.1997,0.1601,7,17
str_NFG.2009~str_WAC.2016,0.1619,7,8
str_NFG.2009~str_WHO.2011,0.203,7,8
str_NFG.2009~str_WIC.2000,0.1576,7,16
str_NFG.2009~str_WIC.2017,0.2177,7,11
str_NFG.2009~str_WIL.1996,0.1202,7,8
str_NFG.2009~str_WLN.2009,0.1433,7,14
str_NFG.2009~str_WLN.2017,0.1225,7,8
str_NFG.2009~str_WMR.2000,0.3717,7,2
str_NFG.2009~str_WMR.2016,0.2027,7,5
str_OHR.2011~str_PEC.2018,0.2229,1,15
str_OHR.2011~str_PKC.2000,0.6,1,2
str_OHR.2011~str_POI.2017,0.0634,1,16
str_OHR.2011~str_POL.2016,0.168,1,19
str_OHR.2011~str_ROC.2009,0.3096,1,14
str_OHR.2011~str_ROC.2017,0.445,1,8
str_OHR.2011~str_SEC.2010,0.289,1,6
str_OHR.2011~str_SHE.2010,0.0109,1,3
str_OHR.2011~str_SIL.2015,0.1894,1,6
str_OHR.2011~str_SLK.2015,0.22,1,20
str_OHR.2011~str_SNO.2010,0.3525,1,8
str_OHR.2011~str_TCR.2002,0.1557,1,9
str_OHR.2011~str_TCR.2017,0.2701,1,14
str_OHR.2011~str_TNY.2001,0.3861,1,12
str_OHR.2011~str_TNY.2012,0.2,1,3
str_OHR.2011~str_TOJ.2017,0.2619,1,17
str_OHR.2011~str_TRB.2010,0.2692,1,8
str_OHR.2011~str_UNK.0,0.5,1,1
str_OHR.2011~str_UWF.2015,0.2568,1,9
str_OHR.2011~str_WAC.1997,0.3289,1,17
str_OHR.2011~str_WAC.2016,0.414,1,8
str_OHR.2011~str_WHO.2011,0.372,1,8
str_OHR.2011~str_WIC.2000,0.218,1,16
str_OHR.2011~str_WIC.2017,0.1814,1,11
str_OHR.2011~str_WIL.1996,0.5303,1,8
str_OHR.2011~str_WLN.2009,0.1981,1,14
str_OHR.2011~str_WLN.2017,0.4824,1,8
str_OHR.2011~str_WMR.2000,0.5,1,2
str_OHR.2011~str_WMR.2016,0.2378,1,5
str_PEC.2018~str_PKC.2000,0.1281,15,2
str_PEC.2018~str_POI.2017,0.1017,15,16
