pop,pcrit,Neb,Neb_lCI,Neb_uCI,He_Ne,He_lCIp,He_uCIp,LDNe,LDNe_lCIp,LDNe_uCIp,LDNe_lCIj,LDNe_uCIj,facet
OOB,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed
OOB,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed
OOB,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed
PPT,0.05,4.8,3.2,6.6,4.4,3.3,6.6,Inf,Inf,Inf,2.6,Inf,watershed
PPT,0.02,4.8,3.2,6.6,4.9,3.7,7.6,Inf,Inf,Inf,3.9,Inf,watershed
PPT,0.01,4.8,3.2,6.6,4.9,3.7,7.6,Inf,Inf,Inf,3.9,Inf,watershed
QUI,0.05,0.6,0.6,0.6,Inf,Inf,Inf,3,2.9,3.2,2.4,3.8,watershed
QUI,0.02,0.6,0.6,0.6,Inf,Inf,Inf,3.4,3.4,3.5,2.6,5.9,watershed
QUI,0.01,0.6,0.6,0.6,Inf,Inf,Inf,4.8,4.4,5.1,3.3,8,watershed
REE,0.05,1,0.9,1.2,Inf,Inf,Inf,1.4,1.3,1.5,1.1,1.7,watershed
REE,0.02,1,0.9,1.2,Inf,Inf,Inf,2.2,2.1,2.4,1.7,2.9,watershed
REE,0.01,1,0.9,1.2,Inf,Inf,Inf,3.7,3.5,3.9,2.8,6.8,watershed
ROC,0.05,0.7,0.6,0.8,5.7,3.7,13.6,76.5,63,95.2,45,169.1,watershed
ROC,0.02,0.7,0.6,0.8,9.8,5.5,69.5,94.2,79.4,114.3,56.5,207.6,watershed
ROC,0.01,0.7,0.6,0.8,12.7,7.2,71.6,129.8,110.1,156.4,71.7,392.7,watershed
SFH,0.05,1,0.9,1.1,Inf,Inf,Inf,3.6,3.4,3.8,2.6,7,watershed
SFH,0.02,1,0.9,1.1,Inf,Inf,Inf,8.6,8,9.2,5.1,12.6,watershed
SFH,0.01,1,0.9,1.1,Inf,Inf,Inf,15.2,14.5,16,10.6,21.9,watershed
SFL,0.05,1.1,0.9,1.3,3.5,2.6,5.5,Inf,Inf,Inf,58.5,Inf,watershed
SFL,0.02,1.1,0.9,1.3,5,3.7,7.9,1842.3,163.4,Inf,28.9,Inf,watershed
SFL,0.01,1.1,0.9,1.3,6.4,4.7,10.3,42.4,34.6,53.8,15.6,Inf,watershed
STE,0.05,1.4,1,1.8,2.7,1.6,23,Inf,Inf,Inf,34.3,Inf,watershed
STE,0.02,1.4,1,1.8,6.9,3.8,64.1,33.5,23.8,52.4,11.6,Inf,watershed
STE,0.01,1.4,1,1.8,8.1,4.5,80.3,18.2,14.9,22.8,8.5,61.5,watershed
SUM,0.05,1.5,1.2,1.8,6.4,4.3,14,Inf,Inf,Inf,5.5,Inf,watershed
SUM,0.02,1.5,1.2,1.8,9.4,6.1,21.3,Inf,Inf,Inf,5.8,Inf,watershed
SUM,0.01,1.5,1.2,1.8,9.4,6.1,21.3,Inf,Inf,Inf,5.8,Inf,watershed
TRU,0.05,2,1.6,2.4,5,3.7,7.6,Inf,78.7,Inf,2.2,Inf,watershed
TRU,0.02,2,1.6,2.4,6.4,4.7,10.1,73.8,30.6,Inf,3,Inf,watershed
TRU,0.01,2,1.6,2.4,6.4,4.7,10.1,73.8,30.6,Inf,3,Inf,watershed
UNK,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed
UNK,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed
UNK,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed
UPT,0.05,1.2,0.9,1.4,6.7,4,27.4,Inf,417.8,Inf,16.8,Inf,watershed
UPT,0.02,1.2,0.9,1.4,11.6,6.7,50.5,Inf,Inf,Inf,17.6,Inf,watershed
UPT,0.01,1.2,0.9,1.4,11.6,6.7,50.5,Inf,Inf,Inf,17.6,Inf,watershed
WAL,0.05,0.6,0.6,0.6,2.3,1.9,2.9,35.6,29.7,43.5,21.7,67.1,watershed
WAL,0.02,0.6,0.6,0.6,4,3.3,5.2,17.9,16.5,19.5,11.5,28.8,watershed
WAL,0.01,0.6,0.6,0.6,6.5,5.3,8.5,5.6,5.2,6,3.4,8.8,watershed
WWH,0.05,1.3,0.9,1.6,4.9,3.1,14.6,Inf,Inf,Inf,7,Inf,watershed
WWH,0.02,1.3,0.9,1.6,7.5,4.5,24.1,Inf,Inf,Inf,12.6,Inf,watershed
WWH,0.01,1.3,0.9,1.6,7.5,4.5,24.1,Inf,Inf,Inf,12.6,Inf,watershed
YUB,0.05,2.1,1.4,2.9,3.9,2.8,6.7,Inf,50.4,Inf,10.9,Inf,watershed
YUB,0.02,2.1,1.4,2.9,5.6,4,9.9,Inf,95.2,Inf,16,Inf,watershed
YUB,0.01,2.1,1.4,2.9,5.6,4,9.9,Inf,95.2,Inf,16,Inf,watershed
str_2BO.2016,0.05,1.8,1.3,2.3,3.4,2.6,5.3,Inf,136.2,Inf,2.4,Inf,stream.year
str_2BO.2016,0.02,1.8,1.3,2.3,4.3,3.2,6.9,447,43.9,Inf,2.5,Inf,stream.year
str_2BO.2016,0.01,1.8,1.3,2.3,4.3,3.2,6.9,447,43.9,Inf,2.5,Inf,stream.year
str_4BO.2016,0.05,2.5,1.7,3.4,3.4,2.7,5,Inf,Inf,Inf,4.7,Inf,stream.year
str_4BO.2016,0.02,2.5,1.7,3.4,3.8,2.9,5.6,Inf,69,Inf,3.1,Inf,stream.year
str_4BO.2016,0.01,2.5,1.7,3.4,3.8,2.9,5.6,Inf,69,Inf,3.1,Inf,stream.year
str_ABE.2016,0.05,1.2,0.9,1.4,4,3.1,5.8,Inf,Inf,Inf,7.7,Inf,stream.year
str_ABE.2016,0.02,1.2,0.9,1.4,7.2,5.4,11.1,637.2,66.8,Inf,6.9,Inf,stream.year
str_ABE.2016,0.01,1.2,0.9,1.4,7.2,5.4,11.1,637.2,66.8,Inf,6.9,Inf,stream.year
str_AND.2016,0.05,5.7,2.9,9.4,9.9,4.1,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_AND.2016,0.02,5.7,2.9,9.4,9.9,4.1,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_AND.2016,0.01,5.7,2.9,9.4,9.9,4.1,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_BAT.2013,0.05,2.9,1.8,4.1,3.5,2.7,5.5,Inf,Inf,Inf,3.6,Inf,stream.year
str_BAT.2013,0.02,2.9,1.8,4.1,3.5,2.7,5.5,Inf,Inf,Inf,3.6,Inf,stream.year
str_BAT.2013,0.01,2.9,1.8,4.1,3.5,2.7,5.5,Inf,Inf,Inf,3.6,Inf,stream.year
str_BEA.2009,0.05,1,0.8,1.1,4.5,3.2,8.4,36.2,17.9,271.8,2,Inf,stream.year
str_BEA.2009,0.02,1,0.8,1.1,6.3,4.3,11.9,3.7,3,5.4,0.9,Inf,stream.year
str_BEA.2009,0.01,1,0.8,1.1,6.3,4.3,11.9,3.7,3,5.4,0.9,Inf,stream.year
str_BEA.2015,0.05,2.7,2.1,3.3,3.9,2.9,5.9,12.3,8.5,19.2,1.8,Inf,stream.year
str_BEA.2015,0.02,2.7,2.1,3.3,5,3.7,7.8,26.6,17.4,50,2.6,Inf,stream.year
str_BEA.2015,0.01,2.7,2.1,3.3,5,3.7,7.8,26.6,17.4,50,2.6,Inf,stream.year
str_BGA.2000,0.05,Inf,Inf,Inf,2.7,1.7,7.7,Inf,Inf,Inf,0.8,Inf,stream.year
str_BGA.2000,0.02,Inf,Inf,Inf,2.7,1.7,7.7,Inf,Inf,Inf,0.8,Inf,stream.year
str_BGA.2000,0.01,Inf,Inf,Inf,2.7,1.7,7.7,Inf,Inf,Inf,0.8,Inf,stream.year
str_BYD.2015,0.05,0.7,0.7,0.7,3,2.5,3.6,176.2,64.8,Inf,20.6,Inf,stream.year
str_BYD.2015,0.02,0.7,0.7,0.7,5,4.2,6.3,10.6,9.4,11.9,3.2,39.4,stream.year
str_BYD.2015,0.01,0.7,0.7,0.7,7.7,6.3,10,5.7,5.2,6.2,2.5,12.9,stream.year
str_CCC.2017,0.05,1.5,1.2,1.9,5.5,3.5,14.7,Inf,Inf,Inf,1.6,Inf,stream.year
str_CCC.2017,0.02,1.5,1.2,1.9,5.5,3.5,14.7,Inf,Inf,Inf,1.6,Inf,stream.year
str_CCC.2017,0.01,1.5,1.2,1.9,5.5,3.5,14.7,Inf,Inf,Inf,1.6,Inf,stream.year
str_CMC.2016,0.05,1.2,0.9,1.4,4.1,3.1,6.3,Inf,Inf,Inf,2.8,Inf,stream.year
str_CMC.2016,0.02,1.2,0.9,1.4,5.6,4.2,9.1,17.4,10.2,40.4,1.7,Inf,stream.year
str_CMC.2016,0.01,1.2,0.9,1.4,5.6,4.2,9.1,17.4,10.2,40.4,1.7,Inf,stream.year
str_COY.2009,0.05,1.8,1.4,2.2,5.5,3.8,10,11.8,8.2,18,1.7,Inf,stream.year
str_COY.2009,0.02,1.8,1.4,2.2,6.7,4.6,12.7,14.6,10.7,21.1,2,Inf,stream.year
str_COY.2009,0.01,1.8,1.4,2.2,6.7,4.6,12.7,14.6,10.7,21.1,2,Inf,stream.year
str_COY.2015,0.05,2.8,2.1,3.6,36.9,6.6,Inf,Inf,Inf,Inf,3.2,Inf,stream.year
str_COY.2015,0.02,2.8,2.1,3.6,48.8,8.5,Inf,Inf,Inf,Inf,6,Inf,stream.year
str_COY.2015,0.01,2.8,2.1,3.6,48.8,8.5,Inf,Inf,Inf,Inf,6,Inf,stream.year
str_CRA.2009,0.05,0.7,0.6,0.8,1.5,1.2,2.3,Inf,Inf,Inf,2.9,Inf,stream.year
str_CRA.2009,0.02,0.7,0.6,0.8,3.8,2.6,7.2,6.2,4.2,8.4,1.9,36.8,stream.year
str_CRA.2009,0.01,0.7,0.6,0.8,3.8,2.6,7.2,6.2,4.2,8.4,1.9,36.8,stream.year
str_CWC.2000,0.05,1.2,0.8,1.5,1.9,1.3,3.9,Inf,Inf,Inf,Inf,Inf,stream.year
str_CWC.2000,0.02,1.2,0.8,1.5,4.6,3,11.8,63.6,24,Inf,6.7,Inf,stream.year
str_CWC.2000,0.01,1.2,0.8,1.5,4.6,3,11.8,63.6,24,Inf,6.7,Inf,stream.year
str_DIX.2011,0.05,7.8,4.8,11.5,2.4,1.9,3.3,Inf,Inf,Inf,Inf,Inf,stream.year
str_DIX.2011,0.02,7.8,4.8,11.5,2.4,1.9,3.3,Inf,Inf,Inf,Inf,Inf,stream.year
str_DIX.2011,0.01,7.8,4.8,11.5,2.4,1.9,3.3,Inf,Inf,Inf,Inf,Inf,stream.year
str_DIX.2014,0.05,Inf,Inf,Inf,3.9,2.8,7.2,Inf,Inf,Inf,0,Inf,stream.year
str_DIX.2014,0.02,Inf,Inf,Inf,3.9,2.8,7.2,Inf,Inf,Inf,0,Inf,stream.year
str_DIX.2014,0.01,Inf,Inf,Inf,3.9,2.8,7.2,Inf,Inf,Inf,0,Inf,stream.year
str_EFC.2017,0.05,1.4,1,1.8,3.3,2.4,5.4,130.9,54.5,Inf,11.7,Inf,stream.year
str_EFC.2017,0.02,1.4,1,1.8,4.1,3,6.9,145.2,66.5,Inf,22.1,Inf,stream.year
str_EFC.2017,0.01,1.4,1,1.8,4.1,3,6.9,145.2,66.5,Inf,22.1,Inf,stream.year
str_FCC.2017,0.05,6.6,4.2,9.5,11.1,6.4,50.3,Inf,Inf,Inf,14.1,Inf,stream.year
str_FCC.2017,0.02,6.6,4.2,9.5,11.1,6.4,50.3,Inf,Inf,Inf,14.1,Inf,stream.year
str_FCC.2017,0.01,6.6,4.2,9.5,11.1,6.4,50.3,Inf,Inf,Inf,14.1,Inf,stream.year
str_FOR.1997,0.05,3.2,2.4,4.1,9.8,5.4,70.5,Inf,Inf,Inf,1.3,Inf,stream.year
str_FOR.1997,0.02,3.2,2.4,4.1,9.8,5.4,70.5,Inf,Inf,Inf,1.3,Inf,stream.year
str_FOR.1997,0.01,3.2,2.4,4.1,9.8,5.4,70.5,Inf,Inf,Inf,1.3,Inf,stream.year
str_FOR.2017,0.05,2,1.6,2.4,5.4,4,8.3,Inf,Inf,Inf,2.7,Inf,stream.year
str_FOR.2017,0.02,2,1.6,2.4,6.4,4.8,10.2,Inf,Inf,Inf,3.2,Inf,stream.year
str_FOR.2017,0.01,2,1.6,2.4,6.4,4.8,10.2,Inf,Inf,Inf,3.2,Inf,stream.year
str_FRZ.1997,0.05,24.5,8.5,48.7,3.4,2.4,6.8,Inf,Inf,Inf,Inf,Inf,stream.year
str_FRZ.1997,0.02,24.5,8.5,48.7,3.4,2.4,6.8,Inf,Inf,Inf,Inf,Inf,stream.year
str_FRZ.1997,0.01,24.5,8.5,48.7,3.4,2.4,6.8,Inf,Inf,Inf,Inf,Inf,stream.year
str_FRZ.2000,0.05,11,3.3,23.2,5,3.4,10,Inf,Inf,Inf,Inf,Inf,stream.year
str_FRZ.2000,0.02,11,3.3,23.2,5,3.4,10,Inf,Inf,Inf,Inf,Inf,stream.year
str_FRZ.2000,0.01,11,3.3,23.2,5,3.4,10,Inf,Inf,Inf,Inf,Inf,stream.year
str_FRZ.2017,0.05,1.8,1.2,2.6,3.5,2.5,6.3,Inf,80.9,Inf,10.2,Inf,stream.year
str_FRZ.2017,0.02,1.8,1.2,2.6,4.9,3.4,9,Inf,512.6,Inf,11.6,Inf,stream.year
str_FRZ.2017,0.01,1.8,1.2,2.6,4.9,3.4,9,Inf,512.6,Inf,11.6,Inf,stream.year
str_GAN.2000,0.05,37.3,4.5,103.7,5.3,3.4,13.3,Inf,Inf,Inf,Inf,Inf,stream.year
str_GAN.2000,0.02,37.3,4.5,103.7,5.3,3.4,13.3,Inf,Inf,Inf,Inf,Inf,stream.year
str_GAN.2000,0.01,37.3,4.5,103.7,5.3,3.4,13.3,Inf,Inf,Inf,Inf,Inf,stream.year
str_GAN.2017,0.05,1.4,1.1,1.8,4.8,3.2,9.8,Inf,Inf,Inf,16.1,Inf,stream.year
str_GAN.2017,0.02,1.4,1.1,1.8,7.3,4.9,15.3,25.2,19.1,35.6,2.9,Inf,stream.year
str_GAN.2017,0.01,1.4,1.1,1.8,7.3,4.9,15.3,25.2,19.1,35.6,2.9,Inf,stream.year
str_GOC.2017,0.05,2.5,1.8,3.3,2.9,2.1,5,8.7,6.1,12.5,1.8,Inf,stream.year
str_GOC.2017,0.02,2.5,1.8,3.3,3.9,2.8,6.7,11.6,8.9,15.6,2.9,Inf,stream.year
str_GOC.2017,0.01,2.5,1.8,3.3,3.9,2.8,6.7,11.6,8.9,15.6,2.9,Inf,stream.year
str_HAN.2012,0.05,3,2.1,4,3.3,2.6,4.7,Inf,Inf,Inf,12.3,Inf,stream.year
str_HAN.2012,0.02,3,2.1,4,4.8,3.7,7.1,Inf,Inf,Inf,6.2,Inf,stream.year
str_HAN.2012,0.01,3,2.1,4,4.8,3.7,7.1,Inf,Inf,Inf,6.2,Inf,stream.year
str_INC.1998,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INC.1998,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INC.1998,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2000,0.05,Inf,Inf,Inf,7.7,3.4,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2000,0.02,Inf,Inf,Inf,7.7,3.4,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2000,0.01,Inf,Inf,Inf,7.7,3.4,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2013,0.05,Inf,Inf,Inf,9.5,2.8,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2013,0.02,Inf,Inf,Inf,9.5,2.8,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2013,0.01,Inf,Inf,Inf,9.5,2.8,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2016,0.05,Inf,Inf,Inf,6.8,3.8,48.5,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2016,0.02,Inf,Inf,Inf,6.8,3.8,48.5,Inf,Inf,Inf,Inf,Inf,stream.year
str_INK.2016,0.01,Inf,Inf,Inf,6.8,3.8,48.5,Inf,Inf,Inf,Inf,Inf,stream.year
str_IPL.2016,0.05,1.9,1.3,2.6,8.3,4.7,47.5,Inf,Inf,Inf,Inf,Inf,stream.year
str_IPL.2016,0.02,1.9,1.3,2.6,8.3,4.7,47.5,Inf,Inf,Inf,Inf,Inf,stream.year
str_IPL.2016,0.01,1.9,1.3,2.6,8.3,4.7,47.5,Inf,Inf,Inf,Inf,Inf,stream.year
str_JCC.2017,0.05,1.7,1.5,1.9,134.5,11.4,Inf,22.7,16.5,34.3,1.7,Inf,stream.year
str_JCC.2017,0.02,1.7,1.5,1.9,142,12,Inf,19.9,15.1,28.1,1.8,Inf,stream.year
str_JCC.2017,0.01,1.7,1.5,1.9,142,12,Inf,19.9,15.1,28.1,1.8,Inf,stream.year
str_LEE.2016,0.05,5.7,3.3,8.8,16.1,5.7,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LEE.2016,0.02,5.7,3.3,8.8,16.1,5.7,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LEE.2016,0.01,5.7,3.3,8.8,16.1,5.7,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LIN.2000,0.05,6.6,3.6,10.6,4.1,2.9,7.9,Inf,Inf,Inf,13.1,Inf,stream.year
str_LIN.2000,0.02,6.6,3.6,10.6,4.1,2.9,7.9,Inf,Inf,Inf,13.1,Inf,stream.year
str_LIN.2000,0.01,6.6,3.6,10.6,4.1,2.9,7.9,Inf,Inf,Inf,13.1,Inf,stream.year
str_LIN.2017,0.05,4.8,3.6,6.2,4.6,3.6,6.5,Inf,Inf,Inf,1.2,Inf,stream.year
str_LIN.2017,0.02,4.8,3.6,6.2,4.6,3.6,6.5,Inf,Inf,Inf,1.2,Inf,stream.year
str_LIN.2017,0.01,4.8,3.6,6.2,4.6,3.6,6.5,Inf,Inf,Inf,1.2,Inf,stream.year
str_LJK.2009,0.05,1.8,1.5,2.2,7.7,5.4,13.9,Inf,Inf,Inf,2.1,Inf,stream.year
str_LJK.2009,0.02,1.8,1.5,2.2,8.5,5.9,15.7,Inf,132.1,Inf,2.7,Inf,stream.year
str_LJK.2009,0.01,1.8,1.5,2.2,8.5,5.9,15.7,Inf,132.1,Inf,2.7,Inf,stream.year
str_LJK.2015,0.05,8.4,4.2,14,4.8,3.4,8.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_LJK.2015,0.02,8.4,4.2,14,4.8,3.4,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_LJK.2015,0.01,8.4,4.2,14,4.8,3.4,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_LNF.2016,0.05,4.8,3.2,6.6,4.4,3.3,6.6,Inf,Inf,Inf,2.6,Inf,stream.year
str_LNF.2016,0.02,4.8,3.2,6.6,4.9,3.7,7.6,Inf,Inf,Inf,3.9,Inf,stream.year
str_LNF.2016,0.01,4.8,3.2,6.6,4.9,3.7,7.6,Inf,Inf,Inf,3.9,Inf,stream.year
str_LNG.2012,0.05,17,2.8,43.5,8.6,4.2,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LNG.2012,0.02,17,2.8,43.5,8.6,4.2,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LNG.2012,0.01,17,2.8,43.5,8.6,4.2,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LON.2011,0.05,1.3,1.1,1.7,5.6,3.6,14.2,Inf,2212.3,Inf,3,Inf,stream.year
str_LON.2011,0.02,1.3,1.1,1.7,7.7,4.8,20.1,Inf,Inf,Inf,8.2,Inf,stream.year
str_LON.2011,0.01,1.3,1.1,1.7,7.7,4.8,20.1,Inf,Inf,Inf,8.2,Inf,stream.year
str_LON.2016,0.05,5.4,3,8.5,8.6,4.1,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LON.2016,0.02,5.4,3,8.5,8.6,4.1,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LON.2016,0.01,5.4,3,8.5,8.6,4.1,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_LTA.2000,0.05,Inf,Inf,Inf,2.3,1.6,4.4,Inf,Inf,Inf,0,Inf,stream.year
str_LTA.2000,0.02,Inf,Inf,Inf,2.3,1.6,4.4,Inf,Inf,Inf,0,Inf,stream.year
str_LTA.2000,0.01,Inf,Inf,Inf,2.3,1.6,4.4,Inf,Inf,Inf,0,Inf,stream.year
str_LWF.2015,0.05,18.2,9.6,29.6,4.4,3.5,6,Inf,Inf,Inf,Inf,Inf,stream.year
str_LWF.2015,0.02,18.2,9.6,29.6,4.4,3.5,6,Inf,Inf,Inf,Inf,Inf,stream.year
str_LWF.2015,0.01,18.2,9.6,29.6,4.4,3.5,6,Inf,Inf,Inf,Inf,Inf,stream.year
str_MAC.2016,0.05,2.1,1.4,2.9,3.9,2.8,6.7,Inf,50.4,Inf,10.9,Inf,stream.year
str_MAC.2016,0.02,2.1,1.4,2.9,5.6,4,9.9,Inf,95.2,Inf,16,Inf,stream.year
str_MAC.2016,0.01,2.1,1.4,2.9,5.6,4,9.9,Inf,95.2,Inf,16,Inf,stream.year
str_MAE.2016,0.05,16,1.9,44.7,4.4,3.1,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_MAE.2016,0.02,16,1.9,44.7,4.4,3.1,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_MAE.2016,0.01,16,1.9,44.7,4.4,3.1,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_MAR.2017,0.05,1.7,1.2,2.3,4.7,3.2,9.3,4920.2,91.4,Inf,18.2,Inf,stream.year
str_MAR.2017,0.02,1.7,1.2,2.3,7.6,5.2,15.4,265.2,98.6,Inf,22.9,Inf,stream.year
str_MAR.2017,0.01,1.7,1.2,2.3,7.6,5.2,15.4,265.2,98.6,Inf,22.9,Inf,stream.year
str_MAU.2016,0.05,7.9,4.7,11.9,4.3,3.2,6.9,Inf,Inf,Inf,Inf,Inf,stream.year
str_MAU.2016,0.02,7.9,4.7,11.9,4.3,3.2,6.9,Inf,Inf,Inf,Inf,Inf,stream.year
str_MAU.2016,0.01,7.9,4.7,11.9,4.3,3.2,6.9,Inf,Inf,Inf,Inf,Inf,stream.year
str_MEI.2017,0.05,1.2,0.9,1.4,6.7,4,27.4,Inf,417.8,Inf,16.8,Inf,stream.year
str_MEI.2017,0.02,1.2,0.9,1.4,11.6,6.7,50.5,Inf,Inf,Inf,17.6,Inf,stream.year
str_MEI.2017,0.01,1.2,0.9,1.4,11.6,6.7,50.5,Inf,Inf,Inf,17.6,Inf,stream.year
str_MHK.2000,0.05,0.8,0.7,1,2.8,1.9,6.4,Inf,Inf,Inf,52.6,Inf,stream.year
str_MHK.2000,0.02,0.8,0.7,1,5.5,3.5,13.9,17.5,12.1,28,2.2,Inf,stream.year
str_MHK.2000,0.01,0.8,0.7,1,5.5,3.5,13.9,17.5,12.1,28,2.2,Inf,stream.year
str_MHK.2016,0.05,4.8,1.6,9.9,2.3,1.7,3.8,Inf,Inf,Inf,Inf,Inf,stream.year
str_MHK.2016,0.02,4.8,1.6,9.9,2.3,1.7,3.8,Inf,Inf,Inf,Inf,Inf,stream.year
str_MHK.2016,0.01,4.8,1.6,9.9,2.3,1.7,3.8,Inf,Inf,Inf,Inf,Inf,stream.year
str_MIL.2015,0.05,1.6,1.2,2.1,2.5,2,3.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_MIL.2015,0.02,1.6,1.2,2.1,3.8,3,5.5,Inf,Inf,Inf,21.9,Inf,stream.year
str_MIL.2015,0.01,1.6,1.2,2.1,3.8,3,5.5,Inf,Inf,Inf,21.9,Inf,stream.year
str_MIL.2017,0.05,1.9,1,3,1.6,1.3,2.2,Inf,Inf,Inf,Inf,Inf,stream.year
str_MIL.2017,0.02,1.9,1,3,2.6,2,3.9,Inf,Inf,Inf,14.7,Inf,stream.year
str_MIL.2017,0.01,1.9,1,3,2.6,2,3.9,Inf,Inf,Inf,14.7,Inf,stream.year
str_MOH.2013,0.05,1.5,1.2,1.8,6.4,4.3,14,Inf,Inf,Inf,5.5,Inf,stream.year
str_MOH.2013,0.02,1.5,1.2,1.8,9.4,6.1,21.3,Inf,Inf,Inf,5.8,Inf,stream.year
str_MOH.2013,0.01,1.5,1.2,1.8,9.4,6.1,21.3,Inf,Inf,Inf,5.8,Inf,stream.year
str_MPH.2011,0.05,2.6,1.8,3.4,3.1,2.5,4.4,Inf,Inf,Inf,3.1,Inf,stream.year
str_MPH.2011,0.02,2.6,1.8,3.4,3.2,2.5,4.4,Inf,Inf,Inf,3.2,Inf,stream.year
str_MPH.2011,0.01,2.6,1.8,3.4,3.2,2.5,4.4,Inf,Inf,Inf,3.2,Inf,stream.year
str_MRB.2016,0.05,2.2,1.6,2.9,5.9,3.7,17.4,Inf,Inf,Inf,12.5,Inf,stream.year
str_MRB.2016,0.02,2.2,1.6,2.9,5.9,3.7,17.4,Inf,Inf,Inf,12.5,Inf,stream.year
str_MRB.2016,0.01,2.2,1.6,2.9,5.9,3.7,17.4,Inf,Inf,Inf,12.5,Inf,stream.year
str_MRV.2016,0.05,7.5,3.2,13.5,4.3,2.7,12,Inf,Inf,Inf,Inf,Inf,stream.year
str_MRV.2016,0.02,7.5,3.2,13.5,4.3,2.7,12,Inf,Inf,Inf,Inf,Inf,stream.year
str_MRV.2016,0.01,7.5,3.2,13.5,4.3,2.7,12,Inf,Inf,Inf,Inf,Inf,stream.year
str_MSQ.2000,0.05,4.2,2.3,6.5,2.8,1.9,6.2,Inf,Inf,Inf,0.4,Inf,stream.year
str_MSQ.2000,0.02,4.2,2.3,6.5,2.8,1.9,6.2,Inf,Inf,Inf,0.4,Inf,stream.year
str_MSQ.2000,0.01,4.2,2.3,6.5,2.8,1.9,6.2,Inf,Inf,Inf,0.4,Inf,stream.year
str_MUR.2017,0.05,1.5,1,2,2.6,2,3.9,635.4,53,Inf,2.4,Inf,stream.year
str_MUR.2017,0.02,1.5,1,2,4.1,3.1,6.3,Inf,Inf,Inf,9.6,Inf,stream.year
str_MUR.2017,0.01,1.5,1,2,4.1,3.1,6.3,Inf,Inf,Inf,9.6,Inf,stream.year
str_NFB.2016,0.05,14.3,1,44.5,5.1,2.9,31.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_NFB.2016,0.02,14.3,1,44.5,5.1,2.9,31.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_NFB.2016,0.01,14.3,1,44.5,5.1,2.9,31.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_NFC.2012,0.05,3.2,1.5,5.6,3.1,2,7.5,Inf,Inf,Inf,7.7,Inf,stream.year
str_NFC.2012,0.02,3.2,1.5,5.6,5.5,3.5,14.7,Inf,Inf,Inf,20.5,Inf,stream.year
str_NFC.2012,0.01,3.2,1.5,5.6,5.5,3.5,14.7,Inf,Inf,Inf,20.5,Inf,stream.year
str_NFG.2009,0.05,3,1.6,4.9,2.9,2.1,5,Inf,Inf,Inf,Inf,Inf,stream.year
str_NFG.2009,0.02,3,1.6,4.9,2.9,2.1,5,Inf,Inf,Inf,Inf,Inf,stream.year
str_NFG.2009,0.01,3,1.6,4.9,2.9,2.1,5,Inf,Inf,Inf,Inf,Inf,stream.year
