pop,pcrit,Neb,Neb_lCI,Neb_uCI,He_Ne,He_lCIp,He_uCIp,LDNe,LDNe_lCIp,LDNe_uCIp,LDNe_lCIj,LDNe_uCIj,facet
str_OHR.2011,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_OHR.2011,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_OHR.2011,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_PEC.2018,0.05,1.4,1.1,1.7,5,3.2,11.8,47.6,26.6,154.4,10.9,Inf,stream.year
str_PEC.2018,0.02,1.4,1.1,1.7,10,6.4,25,38.8,29.7,54.5,13.5,Inf,stream.year
str_PEC.2018,0.01,1.4,1.1,1.7,10,6.4,25,38.8,29.7,54.5,13.5,Inf,stream.year
str_PKC.2000,0.05,Inf,Inf,Inf,3.1,2.1,6.7,Inf,Inf,Inf,Inf,Inf,stream.year
str_PKC.2000,0.02,Inf,Inf,Inf,3.1,2.1,6.7,Inf,Inf,Inf,Inf,Inf,stream.year
str_PKC.2000,0.01,Inf,Inf,Inf,3.1,2.1,6.7,Inf,Inf,Inf,Inf,Inf,stream.year
str_POI.2017,0.05,1.6,1.3,1.9,4.4,3.3,6.7,Inf,64.2,Inf,7.6,Inf,stream.year
str_POI.2017,0.02,1.6,1.3,1.9,6.7,4.9,10.8,29.3,20.9,46.4,8.4,Inf,stream.year
str_POI.2017,0.01,1.6,1.3,1.9,6.7,4.9,10.8,29.3,20.9,46.4,8.4,Inf,stream.year
str_POL.2016,0.05,2,1.6,2.4,5,3.7,7.6,Inf,78.7,Inf,2.2,Inf,stream.year
str_POL.2016,0.02,2,1.6,2.4,6.4,4.7,10.1,73.8,30.6,Inf,3,Inf,stream.year
str_POL.2016,0.01,2,1.6,2.4,6.4,4.7,10.1,73.8,30.6,Inf,3,Inf,stream.year
str_ROC.2009,0.05,7.1,4.2,10.9,6.4,3.7,33.2,Inf,Inf,Inf,27.2,Inf,stream.year
str_ROC.2009,0.02,7.1,4.2,10.9,8.7,5,46.3,Inf,Inf,Inf,969.4,Inf,stream.year
str_ROC.2009,0.01,7.1,4.2,10.9,8.7,5,46.3,Inf,Inf,Inf,969.4,Inf,stream.year
str_ROC.2017,0.05,1.5,1.2,1.9,7.8,4.6,34,Inf,Inf,Inf,4.6,Inf,stream.year
str_ROC.2017,0.02,1.5,1.2,1.9,7.8,4.6,34,Inf,Inf,Inf,4.6,Inf,stream.year
str_ROC.2017,0.01,1.5,1.2,1.9,7.8,4.6,34,Inf,Inf,Inf,4.6,Inf,stream.year
str_SEC.2010,0.05,Inf,Inf,Inf,5.1,3.1,16.2,Inf,Inf,Inf,Inf,Inf,stream.year
str_SEC.2010,0.02,Inf,Inf,Inf,5.1,3.1,16.2,Inf,Inf,Inf,Inf,Inf,stream.year
str_SEC.2010,0.01,Inf,Inf,Inf,5.1,3.1,16.2,Inf,Inf,Inf,Inf,Inf,stream.year
str_SHE.2010,0.05,Inf,Inf,Inf,4,2.8,7.1,Inf,Inf,Inf,1,Inf,stream.year
str_SHE.2010,0.02,Inf,Inf,Inf,4,2.8,7.1,Inf,Inf,Inf,1,Inf,stream.year
str_SHE.2010,0.01,Inf,Inf,Inf,4,2.8,7.1,Inf,Inf,Inf,1,Inf,stream.year
str_SIL.2015,0.05,225.7,0.2,1133.1,4.4,3,9.1,Inf,Inf,Inf,Inf,Inf,stream.year
str_SIL.2015,0.02,225.7,0.2,1133.1,4.4,3,9.1,Inf,Inf,Inf,Inf,Inf,stream.year
str_SIL.2015,0.01,225.7,0.2,1133.1,4.4,3,9.1,Inf,Inf,Inf,Inf,Inf,stream.year
str_SLK.2015,0.05,1.4,1.1,1.8,2.8,2.2,3.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_SLK.2015,0.02,1.4,1.1,1.8,4,3.2,5.5,Inf,Inf,Inf,3.1,Inf,stream.year
str_SLK.2015,0.01,1.4,1.1,1.8,4,3.2,5.5,Inf,Inf,Inf,3.1,Inf,stream.year
str_SNO.2010,0.05,2.4,1.6,3.3,5.3,3.4,12.6,Inf,Inf,Inf,24.6,Inf,stream.year
str_SNO.2010,0.02,2.4,1.6,3.3,5.3,3.4,12.6,Inf,Inf,Inf,24.6,Inf,stream.year
str_SNO.2010,0.01,2.4,1.6,3.3,5.3,3.4,12.6,Inf,Inf,Inf,24.6,Inf,stream.year
str_TCR.2002,0.05,2.3,1.4,3.4,5.7,3.6,15.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_TCR.2002,0.02,2.3,1.4,3.4,5.7,3.6,15.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_TCR.2002,0.01,2.3,1.4,3.4,5.7,3.6,15.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_TCR.2017,0.05,2.3,1.4,3.3,4.6,3.2,9.2,40.2,24.5,93.4,11.7,Inf,stream.year
str_TCR.2017,0.02,2.3,1.4,3.3,6.7,4.5,13.8,249.1,77,Inf,18.8,Inf,stream.year
str_TCR.2017,0.01,2.3,1.4,3.3,6.7,4.5,13.8,249.1,77,Inf,18.8,Inf,stream.year
str_TNY.2001,0.05,3.8,2.7,5,7.4,4.6,21.5,Inf,Inf,Inf,1.5,Inf,stream.year
str_TNY.2001,0.02,3.8,2.7,5,8.3,5.1,24.7,Inf,Inf,Inf,2.2,Inf,stream.year
str_TNY.2001,0.01,3.8,2.7,5,8.3,5.1,24.7,Inf,Inf,Inf,2.2,Inf,stream.year
str_TNY.2012,0.05,Inf,Inf,Inf,4.9,3.1,13.7,Inf,Inf,Inf,Inf,Inf,stream.year
str_TNY.2012,0.02,Inf,Inf,Inf,4.9,3.1,13.7,Inf,Inf,Inf,Inf,Inf,stream.year
str_TNY.2012,0.01,Inf,Inf,Inf,4.9,3.1,13.7,Inf,Inf,Inf,Inf,Inf,stream.year
str_TOJ.2017,0.05,1.6,1.1,2.3,4.1,2.9,7.5,Inf,Inf,Inf,Inf,Inf,stream.year
str_TOJ.2017,0.02,1.6,1.1,2.3,5.7,4,10.9,Inf,Inf,Inf,50.8,Inf,stream.year
str_TOJ.2017,0.01,1.6,1.1,2.3,5.7,4,10.9,Inf,Inf,Inf,50.8,Inf,stream.year
str_TRB.2010,0.05,1.8,1.3,2.3,3.3,2.6,4.8,Inf,Inf,Inf,11.6,Inf,stream.year
str_TRB.2010,0.02,1.8,1.3,2.3,3.5,2.7,5.2,Inf,Inf,Inf,7.3,Inf,stream.year
str_TRB.2010,0.01,1.8,1.3,2.3,3.5,2.7,5.2,Inf,Inf,Inf,7.3,Inf,stream.year
str_UNK.0,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_UNK.0,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_UNK.0,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_UWF.2015,0.05,5.7,3.9,7.8,4,3.2,5.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_UWF.2015,0.02,5.7,3.9,7.8,4,3.2,5.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_UWF.2015,0.01,5.7,3.9,7.8,4,3.2,5.4,Inf,Inf,Inf,Inf,Inf,stream.year
str_WAC.1997,0.05,2.3,1.6,3.2,4.2,2.6,11.9,Inf,145.3,Inf,9.8,Inf,stream.year
str_WAC.1997,0.02,2.3,1.6,3.2,9.4,5.8,29.5,Inf,Inf,Inf,16.8,Inf,stream.year
str_WAC.1997,0.01,2.3,1.6,3.2,9.4,5.8,29.5,Inf,Inf,Inf,16.8,Inf,stream.year
str_WAC.2016,0.05,3.4,2,5.2,4.4,3.2,7.5,Inf,Inf,Inf,3.1,Inf,stream.year
str_WAC.2016,0.02,3.4,2,5.2,4.4,3.2,7.5,Inf,Inf,Inf,3.1,Inf,stream.year
str_WAC.2016,0.01,3.4,2,5.2,4.4,3.2,7.5,Inf,Inf,Inf,3.1,Inf,stream.year
str_WHO.2011,0.05,5.8,2,11.5,4.5,3.1,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_WHO.2011,0.02,5.8,2,11.5,4.5,3.1,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_WHO.2011,0.01,5.8,2,11.5,4.5,3.1,8.6,Inf,Inf,Inf,Inf,Inf,stream.year
str_WIC.2000,0.05,2.7,2,3.5,4,2.8,7.8,Inf,Inf,Inf,9.7,Inf,stream.year
str_WIC.2000,0.02,2.7,2,3.5,5.4,3.7,10.7,Inf,Inf,Inf,10.7,Inf,stream.year
str_WIC.2000,0.01,2.7,2,3.5,5.4,3.7,10.7,Inf,Inf,Inf,10.7,Inf,stream.year
str_WIC.2017,0.05,2,1.5,2.5,3.1,2.2,5.5,29.3,18.5,57.7,5.4,Inf,stream.year
str_WIC.2017,0.02,2,1.5,2.5,5.8,4,11.3,31.3,24.3,42.9,10.2,Inf,stream.year
str_WIC.2017,0.01,2,1.5,2.5,5.8,4,11.3,31.3,24.3,42.9,10.2,Inf,stream.year
str_WIL.1996,0.05,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,stream.year
str_WIL.1996,0.02,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,stream.year
str_WIL.1996,0.01,4,2.2,6.4,4.9,3.2,12.1,Inf,Inf,Inf,Inf,Inf,stream.year
str_WLN.2009,0.05,2.5,1.6,3.6,4.1,3,6.6,Inf,373.3,Inf,26.8,Inf,stream.year
str_WLN.2009,0.02,2.5,1.6,3.6,5.8,4.2,9.6,Inf,Inf,Inf,32,Inf,stream.year
str_WLN.2009,0.01,2.5,1.6,3.6,5.8,4.2,9.6,Inf,Inf,Inf,32,Inf,stream.year
str_WLN.2017,0.05,1.7,1.2,2.4,4.7,3.2,9.1,Inf,Inf,Inf,18.5,Inf,stream.year
str_WLN.2017,0.02,1.7,1.2,2.4,4.7,3.2,9.1,Inf,Inf,Inf,18.5,Inf,stream.year
str_WLN.2017,0.01,1.7,1.2,2.4,4.7,3.2,9.1,Inf,Inf,Inf,18.5,Inf,stream.year
str_WMR.2000,0.05,Inf,Inf,Inf,Inf,9.8,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_WMR.2000,0.02,Inf,Inf,Inf,Inf,9.8,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_WMR.2000,0.01,Inf,Inf,Inf,Inf,9.8,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_WMR.2016,0.05,2.4,1.6,3.4,9.3,3.6,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_WMR.2016,0.02,2.4,1.6,3.4,9.3,3.6,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
str_WMR.2016,0.01,2.4,1.6,3.4,9.3,3.6,Inf,Inf,Inf,Inf,Inf,Inf,stream.year
CAR.2017,0.05,0.7,0.6,0.8,4.9,3.1,12.8,16.8,15,18.8,9.4,30.7,watershed.year
CAR.2017,0.02,0.7,0.6,0.8,6.3,4,16.3,23.7,21.5,26.1,14.8,40.6,watershed.year
CAR.2017,0.01,0.7,0.6,0.8,8,5.1,20.3,29.6,27.3,32.2,17.7,56.3,watershed.year
EFH.2012,0.05,3.2,1.5,5.6,3.1,2,7.5,Inf,Inf,Inf,7.7,Inf,watershed.year
EFH.2012,0.02,3.2,1.5,5.6,5.5,3.5,14.7,Inf,Inf,Inf,20.5,Inf,watershed.year
EFH.2012,0.01,3.2,1.5,5.6,5.5,3.5,14.7,Inf,Inf,Inf,20.5,Inf,watershed.year
LHU.2000,0.05,Inf,Inf,Inf,7.7,3.4,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
LHU.2000,0.02,Inf,Inf,Inf,7.7,3.4,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
LHU.2000,0.01,Inf,Inf,Inf,7.7,3.4,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
LHU.2013,0.05,Inf,Inf,Inf,9.5,2.8,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
LHU.2013,0.02,Inf,Inf,Inf,9.5,2.8,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
LHU.2013,0.01,Inf,Inf,Inf,9.5,2.8,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
LHU.2016,0.05,1.2,0.9,1.5,6.8,4,28.9,Inf,166.1,Inf,4.3,Inf,watershed.year
LHU.2016,0.02,1.2,0.9,1.5,12.3,7.1,57.1,4010.5,89,Inf,8.6,Inf,watershed.year
LHU.2016,0.01,1.2,0.9,1.5,12.3,7.1,57.1,4010.5,89,Inf,8.6,Inf,watershed.year
LTR.2016,0.05,1.9,1.3,2.6,8.3,4.7,47.5,Inf,Inf,Inf,Inf,Inf,watershed.year
LTR.2016,0.02,1.9,1.3,2.6,8.3,4.7,47.5,Inf,Inf,Inf,Inf,Inf,watershed.year
LTR.2016,0.01,1.9,1.3,2.6,8.3,4.7,47.5,Inf,Inf,Inf,Inf,Inf,watershed.year
MAG.2009,0.05,0.9,0.8,1,6.6,4.1,17.7,23.2,18.8,29.3,10.5,102.8,watershed.year
MAG.2009,0.02,0.9,0.8,1,9.5,6.2,21.9,26.1,22.5,30.6,12.1,118.2,watershed.year
MAG.2009,0.01,0.9,0.8,1,15.6,9.9,37.3,12.3,11.5,13.1,6.7,24.6,watershed.year
MAG.2015,0.05,0.9,0.7,1,8,4.6,35.1,18,14.8,22.5,5.6,Inf,watershed.year
MAG.2015,0.02,0.9,0.7,1,28.1,8.5,Inf,32.3,26.4,40.9,9,Inf,watershed.year
MAG.2015,0.01,0.9,0.7,1,39.2,11.6,Inf,17.2,15.4,19.4,5.1,15606.8,watershed.year
MAR.2000,0.05,3.4,2.1,5.2,6,3.3,53.7,Inf,Inf,Inf,16.1,Inf,watershed.year
MAR.2000,0.02,3.4,2.1,5.2,8.7,4.8,77,Inf,981.4,Inf,12.2,Inf,watershed.year
MAR.2000,0.01,3.4,2.1,5.2,8.7,4.8,77,Inf,981.4,Inf,12.2,Inf,watershed.year
MAR.2002,0.05,2.3,1.4,3.4,5.7,3.6,15.6,Inf,Inf,Inf,Inf,Inf,watershed.year
MAR.2002,0.02,2.3,1.4,3.4,5.7,3.6,15.6,Inf,Inf,Inf,Inf,Inf,watershed.year
MAR.2002,0.01,2.3,1.4,3.4,5.7,3.6,15.6,Inf,Inf,Inf,Inf,Inf,watershed.year
MAR.2012,0.05,3,2.1,4,3.3,2.6,4.7,Inf,Inf,Inf,12.3,Inf,watershed.year
MAR.2012,0.02,3,2.1,4,4.8,3.7,7.1,Inf,Inf,Inf,6.2,Inf,watershed.year
MAR.2012,0.01,3,2.1,4,4.8,3.7,7.1,Inf,Inf,Inf,6.2,Inf,watershed.year
MAR.2016,0.05,1.8,1.4,2.2,4.9,3.2,11.3,Inf,Inf,Inf,37.8,Inf,watershed.year
MAR.2016,0.02,1.8,1.4,2.2,9.2,5.9,22.5,33.3,26,45.3,11,Inf,watershed.year
MAR.2016,0.01,1.8,1.4,2.2,9.2,5.9,22.5,33.3,26,45.3,11,Inf,watershed.year
MAR.2017,0.05,0.9,0.7,1,12.6,5.1,Inf,11.2,10,12.5,6.1,18.7,watershed.year
MAR.2017,0.02,0.9,0.7,1,18.1,6.7,Inf,19.8,18,21.9,12.4,33.2,watershed.year
MAR.2017,0.01,0.9,0.7,1,21.8,8.3,Inf,30.9,28.2,34,20.9,49.6,watershed.year
MCD.1998,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
MCD.1998,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
MCD.1998,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
MCD.2000,0.05,6.6,3.6,10.6,4.1,2.9,7.9,Inf,Inf,Inf,13.1,Inf,watershed.year
MCD.2000,0.02,6.6,3.6,10.6,4.1,2.9,7.9,Inf,Inf,Inf,13.1,Inf,watershed.year
MCD.2000,0.01,6.6,3.6,10.6,4.1,2.9,7.9,Inf,Inf,Inf,13.1,Inf,watershed.year
MCD.2017,0.05,1,0.9,1.1,7.4,4.8,17.4,0.9,0.9,1,0.8,1.1,watershed.year
MCD.2017,0.02,1,0.9,1.1,10.3,6.6,25.3,1.3,1.2,1.4,0.8,2.2,watershed.year
MCD.2017,0.01,1,0.9,1.1,10.3,6.6,25.3,1.3,1.2,1.4,0.8,2.2,watershed.year
NFH.1997,0.05,3.2,2.4,4.1,9.8,5.4,70.5,Inf,Inf,Inf,1.3,Inf,watershed.year
NFH.1997,0.02,3.2,2.4,4.1,9.8,5.4,70.5,Inf,Inf,Inf,1.3,Inf,watershed.year
NFH.1997,0.01,3.2,2.4,4.1,9.8,5.4,70.5,Inf,Inf,Inf,1.3,Inf,watershed.year
NFH.2000,0.05,37.3,4.5,103.7,5.3,3.4,13.3,Inf,Inf,Inf,Inf,Inf,watershed.year
NFH.2000,0.02,37.3,4.5,103.7,5.3,3.4,13.3,Inf,Inf,Inf,Inf,Inf,watershed.year
NFH.2000,0.01,37.3,4.5,103.7,5.3,3.4,13.3,Inf,Inf,Inf,Inf,Inf,watershed.year
NFH.2017,0.05,0.8,0.7,0.8,5.4,3.6,11.1,34.1,24.2,54,9.3,Inf,watershed.year
NFH.2017,0.02,0.8,0.7,0.8,9.9,6.7,20.1,12.3,11,13.9,3.8,64,watershed.year
NFH.2017,0.01,0.8,0.7,0.8,11.7,7.8,24.2,10.4,9.5,11.5,4.3,27.6,watershed.year
OOB.2011,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
OOB.2011,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
OOB.2011,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
PPT.2016,0.05,4.8,3.2,6.6,4.4,3.3,6.6,Inf,Inf,Inf,2.6,Inf,watershed.year
PPT.2016,0.02,4.8,3.2,6.6,4.9,3.7,7.6,Inf,Inf,Inf,3.9,Inf,watershed.year
PPT.2016,0.01,4.8,3.2,6.6,4.9,3.7,7.6,Inf,Inf,Inf,3.9,Inf,watershed.year
QUI.1997,0.05,2.3,1.6,3.2,4.2,2.6,11.9,Inf,145.3,Inf,9.8,Inf,watershed.year
QUI.1997,0.02,2.3,1.6,3.2,9.4,5.8,29.5,Inf,Inf,Inf,16.8,Inf,watershed.year
QUI.1997,0.01,2.3,1.6,3.2,9.4,5.8,29.5,Inf,Inf,Inf,16.8,Inf,watershed.year
QUI.2011,0.05,1.3,1.1,1.7,5.6,3.6,14.2,Inf,2212.3,Inf,3,Inf,watershed.year
QUI.2011,0.02,1.3,1.1,1.7,7.7,4.8,20.1,Inf,Inf,Inf,8.2,Inf,watershed.year
QUI.2011,0.01,1.3,1.1,1.7,7.7,4.8,20.1,Inf,Inf,Inf,8.2,Inf,watershed.year
QUI.2013,0.05,2.9,1.8,4.1,3.5,2.7,5.5,Inf,Inf,Inf,3.6,Inf,watershed.year
QUI.2013,0.02,2.9,1.8,4.1,3.5,2.7,5.5,Inf,Inf,Inf,3.6,Inf,watershed.year
QUI.2013,0.01,2.9,1.8,4.1,3.5,2.7,5.5,Inf,Inf,Inf,3.6,Inf,watershed.year
QUI.2016,0.05,0.7,0.6,0.7,7.5,3.9,Inf,15.8,11.9,21.7,3,Inf,watershed.year
QUI.2016,0.02,0.7,0.6,0.7,34.6,8.6,Inf,15,13,17.5,3,Inf,watershed.year
QUI.2016,0.01,0.7,0.6,0.7,52.4,12.7,Inf,8.8,8.1,9.6,2.5,41.4,watershed.year
QUI.2017,0.05,1.5,1.3,1.6,Inf,Inf,Inf,3.3,3.2,4.2,1.8,15.7,watershed.year
QUI.2017,0.02,1.5,1.3,1.6,Inf,Inf,Inf,6.5,6,7,2.3,24.4,watershed.year
QUI.2017,0.01,1.5,1.3,1.6,Inf,Inf,Inf,6.5,6,7,2.3,24.4,watershed.year
REE.2000,0.05,0.8,0.7,1,2.8,1.9,6.4,Inf,Inf,Inf,52.6,Inf,watershed.year
REE.2000,0.02,0.8,0.7,1,5.5,3.5,13.9,17.5,12.1,28,2.2,Inf,watershed.year
REE.2000,0.01,0.8,0.7,1,5.5,3.5,13.9,17.5,12.1,28,2.2,Inf,watershed.year
REE.2001,0.05,3.8,2.7,5,7.4,4.6,21.5,Inf,Inf,Inf,1.5,Inf,watershed.year
REE.2001,0.02,3.8,2.7,5,8.3,5.1,24.7,Inf,Inf,Inf,2.2,Inf,watershed.year
REE.2001,0.01,3.8,2.7,5,8.3,5.1,24.7,Inf,Inf,Inf,2.2,Inf,watershed.year
REE.2009,0.05,0.7,0.6,0.8,1.5,1.2,2.3,Inf,Inf,Inf,2.9,Inf,watershed.year
REE.2009,0.02,0.7,0.6,0.8,3.8,2.6,7.2,6.2,4.2,8.4,1.9,36.8,watershed.year
REE.2009,0.01,0.7,0.6,0.8,3.8,2.6,7.2,6.2,4.2,8.4,1.9,36.8,watershed.year
REE.2012,0.05,Inf,Inf,Inf,4.9,3.1,13.7,Inf,Inf,Inf,Inf,Inf,watershed.year
REE.2012,0.02,Inf,Inf,Inf,4.9,3.1,13.7,Inf,Inf,Inf,Inf,Inf,watershed.year
REE.2012,0.01,Inf,Inf,Inf,4.9,3.1,13.7,Inf,Inf,Inf,Inf,Inf,watershed.year
REE.2016,0.05,1.7,1.4,2,Inf,13.7,Inf,17.7,9.9,45.8,2.5,Inf,watershed.year
REE.2016,0.02,1.7,1.4,2,Inf,13.7,Inf,17.7,9.9,45.8,2.5,Inf,watershed.year
REE.2016,0.01,1.7,1.4,2,Inf,13.7,Inf,17.7,9.9,45.8,2.5,Inf,watershed.year
ROC.1997,0.05,24.5,8.5,48.7,3.4,2.4,6.8,Inf,Inf,Inf,Inf,Inf,watershed.year
ROC.1997,0.02,24.5,8.5,48.7,3.4,2.4,6.8,Inf,Inf,Inf,Inf,Inf,watershed.year
ROC.1997,0.01,24.5,8.5,48.7,3.4,2.4,6.8,Inf,Inf,Inf,Inf,Inf,watershed.year
ROC.2000,0.05,11,3.3,23.2,5,3.4,10,Inf,Inf,Inf,Inf,Inf,watershed.year
ROC.2000,0.02,11,3.3,23.2,5,3.4,10,Inf,Inf,Inf,Inf,Inf,watershed.year
ROC.2000,0.01,11,3.3,23.2,5,3.4,10,Inf,Inf,Inf,Inf,Inf,watershed.year
ROC.2009,0.05,2.2,1.3,3.2,4.9,3.3,10.5,134.4,65.8,2433.6,24.9,Inf,watershed.year
ROC.2009,0.02,2.2,1.3,3.2,8.3,4.9,31.9,129.9,77.2,359.2,28.4,Inf,watershed.year
ROC.2009,0.01,2.2,1.3,3.2,12.3,7.2,49.6,Inf,10375.9,Inf,45.9,Inf,watershed.year
ROC.2017,0.05,0.8,0.6,1,5.9,3.6,17.2,46.7,37.9,59.1,25.8,117.5,watershed.year
ROC.2017,0.02,0.8,0.6,1,8,4.9,23.7,62.9,52.2,78,33.6,195.4,watershed.year
ROC.2017,0.01,0.8,0.6,1,10.3,6.3,30.6,78.9,66.6,95.7,42.2,266.5,watershed.year
SFH.2009,0.05,3,1.6,4.9,2.9,2.1,5,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2009,0.02,3,1.6,4.9,2.9,2.1,5,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2009,0.01,3,1.6,4.9,2.9,2.1,5,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2011,0.05,7.8,4.8,11.5,2.4,1.9,3.3,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2011,0.02,7.8,4.8,11.5,2.4,1.9,3.3,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2011,0.01,7.8,4.8,11.5,2.4,1.9,3.3,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2012,0.05,17,2.8,43.5,8.6,4.2,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2012,0.02,17,2.8,43.5,8.6,4.2,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2012,0.01,17,2.8,43.5,8.6,4.2,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
SFH.2014,0.05,Inf,Inf,Inf,3.9,2.8,7.2,Inf,Inf,Inf,0,Inf,watershed.year
SFH.2014,0.02,Inf,Inf,Inf,3.9,2.8,7.2,Inf,Inf,Inf,0,Inf,watershed.year
SFH.2014,0.01,Inf,Inf,Inf,3.9,2.8,7.2,Inf,Inf,Inf,0,Inf,watershed.year
SFH.2016,0.05,1.4,1.1,1.7,Inf,13.2,Inf,2.4,2.2,2.6,1.6,5.1,watershed.year
SFH.2016,0.02,1.4,1.1,1.7,Inf,71.6,Inf,6,5.4,6.6,2.6,13.8,watershed.year
SFH.2016,0.01,1.4,1.1,1.7,Inf,77.6,Inf,7.9,7.3,8.6,3,19,watershed.year
SFH.2018,0.05,1.4,1.1,1.7,5,3.2,11.8,47.6,26.6,154.4,10.9,Inf,watershed.year
SFH.2018,0.02,1.4,1.1,1.7,10,6.4,25,38.8,29.7,54.5,13.5,Inf,watershed.year
SFH.2018,0.01,1.4,1.1,1.7,10,6.4,25,38.8,29.7,54.5,13.5,Inf,watershed.year
SFL.2010,0.05,1.1,0.9,1.3,3.5,2.6,5.5,Inf,Inf,Inf,58.5,Inf,watershed.year
SFL.2010,0.02,1.1,0.9,1.3,5,3.7,7.9,1842.3,163.4,Inf,28.9,Inf,watershed.year
SFL.2010,0.01,1.1,0.9,1.3,6.4,4.7,10.3,42.4,34.6,53.8,15.6,Inf,watershed.year
STE.2000,0.05,1.4,1,1.8,2.7,1.6,23,Inf,Inf,Inf,34.3,Inf,watershed.year
STE.2000,0.02,1.4,1,1.8,6.9,3.8,64.1,33.5,23.8,52.4,11.6,Inf,watershed.year
STE.2000,0.01,1.4,1,1.8,8.1,4.5,80.3,18.2,14.9,22.8,8.5,61.5,watershed.year
SUM.2013,0.05,1.5,1.2,1.8,6.4,4.3,14,Inf,Inf,Inf,5.5,Inf,watershed.year
SUM.2013,0.02,1.5,1.2,1.8,9.4,6.1,21.3,Inf,Inf,Inf,5.8,Inf,watershed.year
SUM.2013,0.01,1.5,1.2,1.8,9.4,6.1,21.3,Inf,Inf,Inf,5.8,Inf,watershed.year
TRU.2016,0.05,2,1.6,2.4,5,3.7,7.6,Inf,78.7,Inf,2.2,Inf,watershed.year
TRU.2016,0.02,2,1.6,2.4,6.4,4.7,10.1,73.8,30.6,Inf,3,Inf,watershed.year
TRU.2016,0.01,2,1.6,2.4,6.4,4.7,10.1,73.8,30.6,Inf,3,Inf,watershed.year
UNK.0,0.05,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
UNK.0,0.02,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
UNK.0,0.01,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,watershed.year
UPT.2017,0.05,1.2,0.9,1.4,6.7,4,27.4,Inf,417.8,Inf,16.8,Inf,watershed.year
UPT.2017,0.02,1.2,0.9,1.4,11.6,6.7,50.5,Inf,Inf,Inf,17.6,Inf,watershed.year
UPT.2017,0.01,1.2,0.9,1.4,11.6,6.7,50.5,Inf,Inf,Inf,17.6,Inf,watershed.year
WAL.2011,0.05,2.6,1.8,3.4,3.1,2.5,4.4,Inf,Inf,Inf,3.1,Inf,watershed.year
