Creek	Basin	year	Relative.percent.RBT	pred_pi	pi	pred_ho	ho	pred_Het.Hom	Het.Hom	pred_Tajimas.theta.4Nu	Tajimas.theta.4Nu	pred_Wattersons.theta.4Nu	Wattersons.theta.4Nu	pred_ne.rand	ne.rand	pred_theta_diff	theta_diff	pred_LDNe_0.01	LDNe_0.01	pred_LDNe_0.02	LDNe_0.02	LDNe_0.05	n
Rock	Rock	2017	0.025	0.0167375907863945	0.0167455968629372	0.017777340044796	0.017346495312597	0.0147959553620329	0.0172765741642352	0.000235699294503685	0.000222985	0.000252534292362138	0.00023486	33.681268321007	28	-0.0689628829778941	-0.0518734506219354	NA	NA	NA	NA	NA	8
Secret	Little Humboldt	2010	0.0333333333333333	0.0145155327953509	0.0149025174448903	0.0142488800153598	0.0144067796610169	0.014682718437347	0.0139756895957946	0.000231900043667005	0.00026002	0.000249644550275471	0.000259842	NA	NA	-0.0736982901757425	0.000684797119235635	NA	NA	NA	NA	NA	6
SFLH Tributary	Little Humboldt	2010	0.0818181818181818	0.015129135434641	0.0164608599441752	0.0161871436691866	0.0176653854619956	0.0160195846187972	0.0169897017726476	0.000241338760292946	0.000288474	0.000282654403754532	0.000337885	28.1028279671091	28	-0.157695352902896	-0.157772140258223	NA	NA	NA	NA	NA	11
Sheep	Little Humboldt	2010	0.0666666666666667	0.0189180024784752	0.020958605664488	0.0208965475025526	0.0233115468409586	0.0203359384508341	0.0233540945924279	0.000208884923896164	0.000204173	0.000224612115681413	0.000206838	NA	NA	-0.0725596271687309	-0.0129680227536488	NA	NA	NA	NA	NA	3
Silver	Walker	2015	0	0.0311255638475967	0.0306647258612324	0.0355195111992388	0.0345948568655992	0.0542458292329121	0.0554734373291624	0.000121049522225712	9.36622e-05	0.000187370967559712	0.000112299	16.9999999999999	17	-0.43007159076974	-0.180973892169982	NA	NA	NA	NA	NA	7
Slinkard	Walker	2015	0.0785714285714286	0.0274566929199925	0.0273505394986683	0.0344798355129532	0.0346334746669726	0.0441041986807326	0.0413624544894433	0.000137207265598749	0.000141976	0.000241090377599357	0.000239275	20.0987474922241	20	-0.549213635709628	-0.510419644800932	NA	NA	NA	NA	NA	26
Snowstorm	Little Humboldt	2010	0	0.0112451548036006	0.0102640907686298	0.0122103822029846	0.0112813269592931	0.0148796441360522	0.0136259346685302	0.000208664064282693	0.000197655	0.000208703966332845	0.000165411	29.9999999999998	30	-0.000191207985399711	0.177620597907818	NA	NA	NA	NA	NA	10
T	Marys	2002	0.1	0.0155221611703976	0.0166456799499978	0.0157710533446077	0.0184614349868587	0.0221207920223081	0.0233049311351521	0.00025292558719658	0.000246419	0.000288503662813391	0.000318183	39.8533189419551	36	-0.131422805901809	-0.254210930885827	NA	NA	NA	NA	NA	9
T	Marys	2017	0.0611111111111111	0.0151497547299333	0.0162556488167096	0.0171121575830147	0.0166642214335672	0.0166491187675108	0.0179258253505008	0.000260593286592965	0.000255821	0.000276471317216282	0.000229999	27.3491632895756	31	-0.0591289409530918	0.106302745872957	250.419382494392	249.1	250.427594429066	249.1	40.2	18
Tierney	Reese	2001	0	0.010671342999688	0.0126182315449095	0.0105728960009367	0.0131948704634493	0.0154073362129899	0.0169686199413731	0.000166522185190297	0.000199311	0.000216427168857049	0.00027384	33.9999999999999	34	-0.260634901922734	-0.315032621721184	NA	NA	NA	NA	NA	16
Tierney	Reese	2012	0	0.0103190263367679	0.00846422338568936	0.0115563724424351	0.00916230366492147	0.0108575923228268	0.00976981616156999	0.000156636426754661	0.000149626	0.000193506734549457	0.000151822	NA	NA	-0.210601330367105	-0.0145696770255566	NA	NA	NA	NA	NA	3
Toe Jam	Rock	2017	0.015	0.0144691640759558	0.0143353787163041	0.0156770243982774	0.0152782999565022	0.0159540063038862	0.0153770266095011	0.000237020049706386	0.000249156	0.000224610434159372	0.000212834	35.0188517939699	35	0.0537642810894718	0.157241498733739	NA	NA	NA	NA	NA	20
Unnamed	Marys	2016	0.3	0.0244416908418669	0.0312069286645558	0.0268874736380387	0.0340069534984789	0.0288143255812977	0.0383461404002365	0.000341291758757318	0.000453488	0.000383143759205696	0.000478376	12.3770358794012	12	-0.115543756236742	-0.0534155198612673	NA	NA	NA	NA	NA	4
Upper Wolf	Walker	2015	0.738461538461539	0.0618682158291107	0.0811938836167911	0.0720201324261585	0.092977181082908	0.0818976420328454	0.112630450311555	0.000154191300085417	0.000244315	0.000314798381273191	0.000462157	31.9280883185258	31	-0.684906673095723	-0.61670384672004	NA	NA	NA	NA	NA	11
Washburn	Quinn	1997	0.272222222222222	0.0114671345613892	0.0148230856123763	0.0117702692742484	0.0161923546538931	0.0194716376468652	0.0163161732708104	0.000169057744796255	0.000201208	0.00023659657880456	0.000308345	35.5903611547545	31	-0.332987127605555	-0.420513665899327	NA	NA	NA	NA	NA	18
Washburn	Quinn	2016	0	0.0114394597558574	0.0122011843002717	0.0134690013095639	0.0137259162682891	0.00762237502809757	0.0121979291244441	0.000180927665063297	0.000157277	0.000251705196335862	0.000203956	19.7517639950739	24	-0.327194430139526	-0.258442611832252	NA	NA	NA	NA	NA	9
West Marys	Marys	2000	0	0.0138708510076704	0.0150130548302872	0.0138180424047684	0.0150130548302872	0.01528100187528	0.0151795050540258	0.000212646096511995	0.000141075	0.000198862445493895	0.000144184	NA	NA	0.0669908379102526	-0.0217977346902289	NA	NA	NA	NA	NA	2
West Marys	Marys	2016	0.04	0.0139266883778655	0.0126611618137042	0.0152485535924024	0.0137766188613646	0.0181788787387473	0.0169350732525552	0.000263564775850878	0.00030318	0.000279520138517833	0.000278563	20.0502714505871	20	-0.0587582613503486	0.084631873524907	NA	NA	NA	NA	NA	5
Whitehorse	Coyote Lake	2011	0.0333333333333333	0.0114738594552137	0.0113484210670075	0.0120862114808335	0.0118273705642816	0.0128074493509315	0.011090040590757	0.000163724084015665	0.000151784	0.000275996227803992	0.000294639	21.0418928754889	21	-0.510652525118621	-0.639998387179872	NA	NA	NA	NA	NA	9
Wildcat	Marys	2000	0	0.0145252757989642	0.0148378745435883	0.0158052765871159	0.0168047698226393	0.0181647794635939	0.0181877498333183	0.000225230934589725	0.000218126	0.000223142129124924	0.000185812	25.1328176879403	24	0.00931726561580412	0.159994850694909	NA	NA	NA	NA	NA	19
Wildcat	Marys	2017	0.075	0.0142997796700012	0.0145991881458693	0.0173251947239771	0.0171511913518687	0.0168988509193415	0.0177837519774862	0.000266839917413255	0.000264695	0.000277938643512098	0.000292698	10.9614412819102	12	-0.0407458255331887	-0.100478477483571	32.9461019963854	31.3	32.9363400184689	31.3	29.3	20
Willow-Nelson	Rock	2009	0.085	0.0146250607154085	0.017579984595614	0.0158447372332029	0.0198713152017207	0.0214372190290126	0.0227274244706574	0.00023999526895264	0.000271218	0.00023938292180276	0.00026854	37.3878549235495	32	0.0025547559805105	0.00992296547712119	NA	NA	NA	NA	NA	20
Willow-Nelson	Rock	2017	0	0.0143189033577658	0.0123327938258652	0.0165599928270199	0.0135546656733097	0.0163631634381346	0.016090998027566	0.000241277905639119	0.000235067	0.00023280519130688	0.00020816	30.7189719089471	36	0.0357435832950797	0.121414083528305	NA	NA	NA	NA	NA	10
