OffspringID1	OffspringID2	Probability
WAL_MIL_2017_011	WAL_MIL_2017_030	0.038
WAL_MIL_2017_011	WAL_MIL_2017_032	0.593
WAL_MIL_2017_011	WAL_MIL_2017_033	0.008
WAL_MIL_2017_011	WAL_MIL_2017_034	0.01
WAL_MIL_2017_011	WAL_MIL_2017_036	0.008
WAL_MIL_2017_013	WAL_MIL_2017_015	0.906
WAL_MIL_2017_013	WAL_MIL_2017_019	0.025
WAL_MIL_2017_013	WAL_MIL_2017_021	0.007
WAL_MIL_2017_013	WAL_MIL_2017_026	0.508
WAL_MIL_2017_013	WAL_MIL_2017_027	0.443
WAL_MIL_2017_013	WAL_MIL_2017_030	0.003
WAL_MIL_2017_013	WAL_MIL_2017_033	0.802
WAL_MIL_2017_013	WAL_MIL_2017_034	0.014
WAL_MIL_2017_013	WAL_MIL_2017_036	0.016
WAL_MIL_2017_015	WAL_MIL_2017_021	0.673
WAL_MIL_2017_015	WAL_MIL_2017_026	0.345
WAL_MIL_2017_015	WAL_MIL_2017_027	0.548
WAL_MIL_2017_015	WAL_MIL_2017_030	0.003
WAL_MIL_2017_015	WAL_MIL_2017_033	0.745
WAL_MIL_2017_015	WAL_MIL_2017_034	0.411
WAL_MIL_2017_015	WAL_MIL_2017_036	0.827
WAL_MIL_2017_018	WAL_MIL_2017_030	0.015
WAL_MIL_2017_019	WAL_MIL_2017_030	0.014
WAL_MIL_2017_019	WAL_MIL_2017_032	0.004
WAL_MIL_2017_021	WAL_MIL_2017_026	0.997
WAL_MIL_2017_021	WAL_MIL_2017_027	0.439
WAL_MIL_2017_021	WAL_MIL_2017_030	0.003
WAL_MIL_2017_021	WAL_MIL_2017_033	0.711
WAL_MIL_2017_021	WAL_MIL_2017_034	0.509
WAL_MIL_2017_021	WAL_MIL_2017_036	0.137
WAL_MIL_2017_026	WAL_MIL_2017_027	0.789
WAL_MIL_2017_026	WAL_MIL_2017_030	0.003
WAL_MIL_2017_026	WAL_MIL_2017_033	0.916
WAL_MIL_2017_026	WAL_MIL_2017_034	0.806
WAL_MIL_2017_026	WAL_MIL_2017_036	0.533
WAL_MIL_2017_027	WAL_MIL_2017_030	0.003
WAL_MIL_2017_027	WAL_MIL_2017_033	0.997
WAL_MIL_2017_027	WAL_MIL_2017_034	0.176
WAL_MIL_2017_027	WAL_MIL_2017_036	0.041
WAL_MIL_2017_030	WAL_MIL_2017_033	0.003
WAL_MIL_2017_030	WAL_MIL_2017_034	0.003
WAL_MIL_2017_030	WAL_MIL_2017_036	0.003
WAL_MIL_2017_033	WAL_MIL_2017_034	0.542
WAL_MIL_2017_033	WAL_MIL_2017_036	0.347
WAL_MIL_2017_034	WAL_MIL_2017_036	0.968
WAL_MPH_2011_002	WAL_MPH_2011_007	0.303
WAL_MPH_2011_002	WAL_MPH_2011_010	0.029
WAL_MPH_2011_003	WAL_MPH_2011_004	0.008
WAL_MPH_2011_003	WAL_MPH_2011_005	0.008
WAL_MPH_2011_003	WAL_MPH_2011_006	0.025
WAL_MPH_2011_003	WAL_MPH_2011_007	0.003
WAL_MPH_2011_003	WAL_MPH_2011_008	0.003
WAL_MPH_2011_003	WAL_MPH_2011_010	0.036
WAL_MPH_2011_003	WAL_MPH_2011_011	0.309
WAL_MPH_2011_003	WAL_MPH_2011_016	0.008
WAL_MPH_2011_003	WAL_MPH_2011_017	0.038
WAL_MPH_2011_004	WAL_MPH_2011_005	0.904
WAL_MPH_2011_004	WAL_MPH_2011_010	0.008
WAL_MPH_2011_004	WAL_MPH_2011_011	0.452
WAL_MPH_2011_004	WAL_MPH_2011_016	0.998
WAL_MPH_2011_004	WAL_MPH_2011_017	0.304
WAL_MPH_2011_005	WAL_MPH_2011_010	0.008
WAL_MPH_2011_005	WAL_MPH_2011_011	0.286
WAL_MPH_2011_005	WAL_MPH_2011_016	0.984
WAL_MPH_2011_005	WAL_MPH_2011_017	0.131
WAL_MPH_2011_006	WAL_MPH_2011_010	0.028
WAL_MPH_2011_006	WAL_MPH_2011_011	0.012
WAL_MPH_2011_006	WAL_MPH_2011_017	0.004
WAL_MPH_2011_007	WAL_MPH_2011_008	0.006
WAL_MPH_2011_007	WAL_MPH_2011_010	0.031
WAL_MPH_2011_007	WAL_MPH_2011_011	0.016
WAL_MPH_2011_008	WAL_MPH_2011_009	0.011
WAL_MPH_2011_008	WAL_MPH_2011_010	0.011
WAL_MPH_2011_008	WAL_MPH_2011_011	0.01
WAL_MPH_2011_010	WAL_MPH_2011_011	0.035
WAL_MPH_2011_010	WAL_MPH_2011_016	0.008
WAL_MPH_2011_010	WAL_MPH_2011_017	0.099
WAL_MPH_2011_011	WAL_MPH_2011_016	0.165
WAL_MPH_2011_011	WAL_MPH_2011_017	0.094
WAL_MPH_2011_016	WAL_MPH_2011_017	0.552
WAL_SIL_2015_001	WAL_SIL_2015_002	0.159
WAL_SIL_2015_001	WAL_SIL_2015_003	0.015
WAL_SIL_2015_001	WAL_SIL_2015_004	0.008
WAL_SIL_2015_001	WAL_SIL_2015_005	0.008
WAL_SIL_2015_002	WAL_SIL_2015_003	0.026
WAL_SIL_2015_002	WAL_SIL_2015_004	0.009
WAL_SIL_2015_002	WAL_SIL_2015_005	0.016
WAL_SIL_2015_002	WAL_SIL_2015_006	0.001
WAL_SIL_2015_002	WAL_SIL_2015_007	0.015
WAL_SIL_2015_003	WAL_SIL_2015_004	0.001
WAL_SIL_2015_003	WAL_SIL_2015_005	0.735
WAL_SIL_2015_003	WAL_SIL_2015_007	0.004
WAL_SIL_2015_004	WAL_SIL_2015_006	0.008
WAL_SIL_2015_004	WAL_SIL_2015_007	0.005
WAL_SIL_2015_005	WAL_SIL_2015_007	0.002
WAL_SIL_2015_006	WAL_SIL_2015_007	0.003
WAL_SLK_2015_001	WAL_SLK_2015_003	0.014
WAL_SLK_2015_001	WAL_SLK_2015_004	0.081
WAL_SLK_2015_001	WAL_SLK_2015_007	0.007
WAL_SLK_2015_001	WAL_SLK_2015_017	0.008
WAL_SLK_2015_001	WAL_SLK_2015_020	0.008
WAL_SLK_2015_001	WAL_SLK_2015_024	0.008
WAL_SLK_2015_002	WAL_SLK_2015_004	0.004
WAL_SLK_2015_002	WAL_SLK_2015_015	0.827
WAL_SLK_2015_002	WAL_SLK_2015_019	0.47
WAL_SLK_2015_003	WAL_SLK_2015_004	0.011
WAL_SLK_2015_003	WAL_SLK_2015_007	0.039
WAL_SLK_2015_003	WAL_SLK_2015_011	0.209
WAL_SLK_2015_004	WAL_SLK_2015_008	0.004
WAL_SLK_2015_004	WAL_SLK_2015_011	0.054
WAL_SLK_2015_004	WAL_SLK_2015_015	0.004
WAL_SLK_2015_004	WAL_SLK_2015_017	0.008
WAL_SLK_2015_004	WAL_SLK_2015_019	0.004
WAL_SLK_2015_004	WAL_SLK_2015_020	0.008
WAL_SLK_2015_004	WAL_SLK_2015_024	0.008
WAL_SLK_2015_005	WAL_SLK_2015_021	0.002
WAL_SLK_2015_005	WAL_SLK_2015_026	0.762
WAL_SLK_2015_005	WAL_SLK_2015_029	0.012
WAL_SLK_2015_006	WAL_SLK_2015_007	0.261
WAL_SLK_2015_006	WAL_SLK_2015_014	0.727
WAL_SLK_2015_006	WAL_SLK_2015_027	0.623
WAL_SLK_2015_006	WAL_SLK_2015_030	0.929
WAL_SLK_2015_007	WAL_SLK_2015_011	0.015
WAL_SLK_2015_007	WAL_SLK_2015_014	0.347
WAL_SLK_2015_007	WAL_SLK_2015_027	0.204
WAL_SLK_2015_007	WAL_SLK_2015_030	0.3
WAL_SLK_2015_008	WAL_SLK_2015_019	0.001
WAL_SLK_2015_008	WAL_SLK_2015_022	0.004
WAL_SLK_2015_008	WAL_SLK_2015_023	0.007
WAL_SLK_2015_010	WAL_SLK_2015_011	0.026
WAL_SLK_2015_010	WAL_SLK_2015_013	0.36
WAL_SLK_2015_010	WAL_SLK_2015_018	0.456
WAL_SLK_2015_011	WAL_SLK_2015_013	0.004
WAL_SLK_2015_011	WAL_SLK_2015_018	0.026
WAL_SLK_2015_011	WAL_SLK_2015_022	0.044
WAL_SLK_2015_011	WAL_SLK_2015_023	0.044
WAL_SLK_2015_011	WAL_SLK_2015_025	0.045
WAL_SLK_2015_013	WAL_SLK_2015_018	0.16
WAL_SLK_2015_013	WAL_SLK_2015_021	0.06
WAL_SLK_2015_013	WAL_SLK_2015_029	0.041
WAL_SLK_2015_014	WAL_SLK_2015_027	0.348
WAL_SLK_2015_014	WAL_SLK_2015_030	0.995
WAL_SLK_2015_015	WAL_SLK_2015_019	0.425
WAL_SLK_2015_015	WAL_SLK_2015_022	0.004
WAL_SLK_2015_015	WAL_SLK_2015_023	0.004
WAL_SLK_2015_015	WAL_SLK_2015_025	0.004
WAL_SLK_2015_017	WAL_SLK_2015_020	0.498
WAL_SLK_2015_017	WAL_SLK_2015_024	0.519
WAL_SLK_2015_017	WAL_SLK_2015_027	0.004
WAL_SLK_2015_020	WAL_SLK_2015_024	0.884
WAL_SLK_2015_020	WAL_SLK_2015_027	0.004
WAL_SLK_2015_021	WAL_SLK_2015_026	0.014
WAL_SLK_2015_021	WAL_SLK_2015_029	0.67
WAL_SLK_2015_022	WAL_SLK_2015_023	0.801
WAL_SLK_2015_022	WAL_SLK_2015_025	0.788
WAL_SLK_2015_022	WAL_SLK_2015_027	0.006
WAL_SLK_2015_023	WAL_SLK_2015_025	0.648
WAL_SLK_2015_023	WAL_SLK_2015_027	0.006
WAL_SLK_2015_024	WAL_SLK_2015_027	0.004
WAL_SLK_2015_025	WAL_SLK_2015_027	0.006
WAL_SLK_2015_027	WAL_SLK_2015_030	0.623
WAL_UWF_2015_002	WAL_UWF_2015_003	0.004
WAL_UWF_2015_002	WAL_UWF_2015_005	0.095
WAL_UWF_2015_002	WAL_UWF_2015_006	0.033
WAL_UWF_2015_002	WAL_UWF_2015_008	0.025
WAL_UWF_2015_002	WAL_UWF_2015_011	0.07
WAL_UWF_2015_002	WAL_UWF_2015_012	0.011
WAL_UWF_2015_002	WAL_UWF_2015_013	0.002
WAL_UWF_2015_003	WAL_UWF_2015_005	0.326
WAL_UWF_2015_003	WAL_UWF_2015_011	0.127
WAL_UWF_2015_003	WAL_UWF_2015_012	0.016
WAL_UWF_2015_003	WAL_UWF_2015_013	0.001
WAL_UWF_2015_004	WAL_UWF_2015_010	0.033
WAL_UWF_2015_006	WAL_UWF_2015_008	0.049
WAL_UWF_2015_006	WAL_UWF_2015_010	0.033
WAL_UWF_2015_006	WAL_UWF_2015_014	0.003
WAL_UWF_2015_008	WAL_UWF_2015_010	0.018
WAL_UWF_2015_008	WAL_UWF_2015_012	0.074
WAL_UWF_2015_008	WAL_UWF_2015_013	0.085
WAL_UWF_2015_008	WAL_UWF_2015_014	0.078
WAL_UWF_2015_010	WAL_UWF_2015_014	0.105
WAL_UWF_2015_011	WAL_UWF_2015_013	0.271
WAL_UWF_2015_013	WAL_UWF_2015_014	0.067
WWH_WHO_2011_010	WWH_WHO_2011_016	0.003
WWH_WHO_2011_010	WWH_WHO_2011_024	0.009
WWH_WHO_2011_010	WWH_WHO_2011_038	0.037
WWH_WHO_2011_010	WWH_WHO_2011_047	0.008
WWH_WHO_2011_016	WWH_WHO_2011_024	0.198
WWH_WHO_2011_016	WWH_WHO_2011_036	0.02
WWH_WHO_2011_016	WWH_WHO_2011_038	0.031
WWH_WHO_2011_016	WWH_WHO_2011_041	0.002
WWH_WHO_2011_024	WWH_WHO_2011_034	0.004
WWH_WHO_2011_024	WWH_WHO_2011_036	0.061
WWH_WHO_2011_024	WWH_WHO_2011_038	0.018
WWH_WHO_2011_024	WWH_WHO_2011_041	0.338
WWH_WHO_2011_024	WWH_WHO_2011_044	0.001
WWH_WHO_2011_024	WWH_WHO_2011_047	0.004
WWH_WHO_2011_034	WWH_WHO_2011_038	0.007
WWH_WHO_2011_034	WWH_WHO_2011_047	0.176
WWH_WHO_2011_036	WWH_WHO_2011_038	0.002
WWH_WHO_2011_036	WWH_WHO_2011_047	0.03
WWH_WHO_2011_038	WWH_WHO_2011_044	0.181
WWH_WHO_2011_038	WWH_WHO_2011_047	0.009
WWH_WHO_2011_041	WWH_WHO_2011_047	0.004
WWH_WIL_1996_015	WWH_WIL_1996_019	0.009
WWH_WIL_1996_015	WWH_WIL_1996_033	0.01
WWH_WIL_1996_015	WWH_WIL_1996_034	0.036
WWH_WIL_1996_015	WWH_WIL_1996_038	0.006
WWH_WIL_1996_015	WWH_WIL_1996_039	0.027
WWH_WIL_1996_015	WWH_WIL_1996_314	0.005
WWH_WIL_1996_015	WWH_WIL_1996_315	0.001
WWH_WIL_1996_019	WWH_WIL_1996_038	0.009
WWH_WIL_1996_019	WWH_WIL_1996_039	0.002
WWH_WIL_1996_019	WWH_WIL_1996_314	0.003
WWH_WIL_1996_019	WWH_WIL_1996_315	0.002
WWH_WIL_1996_033	WWH_WIL_1996_034	0.006
WWH_WIL_1996_033	WWH_WIL_1996_038	0.034
WWH_WIL_1996_033	WWH_WIL_1996_039	0.083
WWH_WIL_1996_034	WWH_WIL_1996_039	0.114
WWH_WIL_1996_034	WWH_WIL_1996_314	0.026
WWH_WIL_1996_038	WWH_WIL_1996_314	0.023
WWH_WIL_1996_039	WWH_WIL_1996_314	0.03
WWH_WIL_1996_039	WWH_WIL_1996_315	0.023
YUB_MAC_2016_057	YUB_MAC_2016_074	0.562
YUB_MAC_2016_057	YUB_MAC_2016_087	0.011
YUB_MAC_2016_058	YUB_MAC_2016_076	0.105
YUB_MAC_2016_060	YUB_MAC_2016_072	0.856
YUB_MAC_2016_060	YUB_MAC_2016_074	0.076
YUB_MAC_2016_065	YUB_MAC_2016_078	0.194
YUB_MAC_2016_069	YUB_MAC_2016_079	0.007
YUB_MAC_2016_072	YUB_MAC_2016_074	0.037
YUB_MAC_2016_074	YUB_MAC_2016_087	0.005
YUB_MAC_2016_076	YUB_MAC_2016_089	0.029
YUB_MAC_2016_083	YUB_MAC_2016_085	0.129
YUB_MAC_2016_083	YUB_MAC_2016_086	0.657
YUB_MAC_2016_085	YUB_MAC_2016_086	0.053
YUB_MAC_2016_085	YUB_MAC_2016_087	0.002
YUB_MAC_2016_085	YUB_MAC_2016_089	0.002
YUB_MAC_2016_087	YUB_MAC_2016_089	0.841
YUB_MAC_2016_088	YUB_MAC_2016_090	0.009
