OffspringID1	OffspringID2	Probability
PPT_LNF_2016_001	PPT_LNF_2016_004	0.36
PPT_LNF_2016_001	PPT_LNF_2016_006	0.802
PPT_LNF_2016_001	PPT_LNF_2016_020	0.105
PPT_LNF_2016_002	PPT_LNF_2016_003	0.003
PPT_LNF_2016_002	PPT_LNF_2016_008	0.003
PPT_LNF_2016_002	PPT_LNF_2016_018	0.195
PPT_LNF_2016_004	PPT_LNF_2016_006	0.131
PPT_LNF_2016_004	PPT_LNF_2016_020	0.208
PPT_LNF_2016_005	PPT_LNF_2016_020	0.007
PPT_LNF_2016_006	PPT_LNF_2016_020	0.169
PPT_LNF_2016_007	PPT_LNF_2016_020	0.006
PPT_LNF_2016_008	PPT_LNF_2016_009	0.158
PPT_LNF_2016_008	PPT_LNF_2016_017	0.326
PPT_LNF_2016_008	PPT_LNF_2016_018	0.002
PPT_LNF_2016_009	PPT_LNF_2016_017	0.129
PPT_LNF_2016_010	PPT_LNF_2016_011	0.886
PPT_LNF_2016_012	PPT_LNF_2016_013	0.666
PPT_LNF_2016_012	PPT_LNF_2016_014	0.764
PPT_LNF_2016_013	PPT_LNF_2016_014	0.429
PPT_LNF_2016_017	PPT_LNF_2016_018	0.011
PPT_LNF_2016_018	PPT_LNF_2016_019	0.014
QUI_AND_2016_001	QUI_AND_2016_003	0.028
QUI_AND_2016_001	QUI_AND_2016_004	0.109
QUI_AND_2016_001	QUI_AND_2016_005	0.003
QUI_AND_2016_001	QUI_AND_2016_006	0.003
QUI_AND_2016_001	QUI_AND_2016_111	0.01
QUI_AND_2016_002	QUI_AND_2016_004	0.001
QUI_AND_2016_002	QUI_AND_2016_111	0.005
QUI_AND_2016_004	QUI_AND_2016_006	0.006
QUI_AND_2016_004	QUI_AND_2016_111	0.005
QUI_AND_2016_005	QUI_AND_2016_111	0.007
QUI_AND_2016_006	QUI_AND_2016_111	0.036
QUI_CMC_2016_001	QUI_CMC_2016_004	0.043
QUI_CMC_2016_001	QUI_CMC_2016_017	0.002
QUI_CMC_2016_003	QUI_CMC_2016_012	0.216
QUI_CMC_2016_004	QUI_CMC_2016_009	0.003
QUI_CMC_2016_004	QUI_CMC_2016_017	0.001
QUI_CMC_2016_005	QUI_CMC_2016_008	0.035
QUI_CMC_2016_005	QUI_CMC_2016_013	0.097
QUI_CMC_2016_005	QUI_CMC_2016_014	0.379
QUI_CMC_2016_006	QUI_CMC_2016_007	0.81
QUI_CMC_2016_006	QUI_CMC_2016_008	0.14
QUI_CMC_2016_006	QUI_CMC_2016_011	0.403
QUI_CMC_2016_007	QUI_CMC_2016_008	0.161
QUI_CMC_2016_007	QUI_CMC_2016_011	0.82
QUI_CMC_2016_008	QUI_CMC_2016_011	0.146
QUI_CMC_2016_008	QUI_CMC_2016_013	0.059
QUI_CMC_2016_008	QUI_CMC_2016_014	0.019
QUI_CMC_2016_008	QUI_CMC_2016_017	0.216
QUI_CMC_2016_010	QUI_CMC_2016_015	0.732
QUI_CMC_2016_010	QUI_CMC_2016_017	0.046
QUI_CMC_2016_013	QUI_CMC_2016_014	0.013
QUI_CMC_2016_013	QUI_CMC_2016_017	0.013
QUI_CMC_2016_015	QUI_CMC_2016_017	0.046
QUI_CMC_2016_016	QUI_CMC_2016_018	0.413
QUI_LON_2011_216	QUI_LON_2011_220	0.004
QUI_LON_2011_218	QUI_LON_2011_220	0.029
QUI_LON_2011_226	QUI_LON_2011_227	1
QUI_LON_2011_226	QUI_LON_2011_230	1
QUI_LON_2011_226	QUI_LON_2011_231	1
QUI_LON_2011_226	QUI_LON_2011_232	1
QUI_LON_2011_226	QUI_LON_2011_233	1
QUI_LON_2011_227	QUI_LON_2011_230	1
QUI_LON_2011_227	QUI_LON_2011_231	1
QUI_LON_2011_227	QUI_LON_2011_232	1
QUI_LON_2011_227	QUI_LON_2011_233	1
QUI_LON_2011_230	QUI_LON_2011_231	1
QUI_LON_2011_230	QUI_LON_2011_232	1
QUI_LON_2011_230	QUI_LON_2011_233	1
QUI_LON_2011_231	QUI_LON_2011_232	1
QUI_LON_2011_231	QUI_LON_2011_233	1
QUI_LON_2011_232	QUI_LON_2011_233	1
QUI_NFB_2013_117	QUI_NFB_2013_121	0.017
QUI_NFB_2013_118	QUI_NFB_2013_121	0.039
QUI_NFB_2013_119	QUI_NFB_2013_121	0.003
QUI_NFB_2013_120	QUI_NFB_2013_121	0.006
QUI_NFB_2013_120	QUI_NFB_2013_123	0.006
QUI_NFB_2013_121	QUI_NFB_2013_122	0.005
QUI_NFB_2013_121	QUI_NFB_2013_123	0.002
QUI_NFB_2013_121	QUI_NFB_2013_124	0.001
QUI_NFB_2016_001	QUI_NFB_2016_002	0.016
QUI_NFB_2016_001	QUI_NFB_2016_003	0.042
QUI_NFB_2016_001	QUI_NFB_2016_004	0.083
QUI_NFB_2016_001	QUI_NFB_2016_005	0.004
QUI_NFB_2016_001	QUI_NFB_2016_006	0.153
QUI_NFB_2016_001	QUI_NFB_2016_007	0.048
QUI_NFB_2016_002	QUI_NFB_2016_006	0.012
QUI_NFB_2016_002	QUI_NFB_2016_007	0.002
QUI_NFB_2016_003	QUI_NFB_2016_007	0.003
QUI_NFB_2016_005	QUI_NFB_2016_007	0.002
QUI_NFB_2016_006	QUI_NFB_2016_007	0.003
QUI_WAC_1997_006	QUI_WAC_1997_007	0.97
QUI_WAC_1997_006	QUI_WAC_1997_013	0.005
QUI_WAC_1997_007	QUI_WAC_1997_013	0.005
QUI_WAC_1997_008	QUI_WAC_1997_011	0.601
QUI_WAC_1997_008	QUI_WAC_1997_013	0.076
QUI_WAC_1997_008	QUI_WAC_1997_018	0.214
QUI_WAC_1997_008	QUI_WAC_1997_025	0.222
QUI_WAC_1997_011	QUI_WAC_1997_013	0.092
QUI_WAC_1997_012	QUI_WAC_1997_024	0.216
QUI_WAC_1997_013	QUI_WAC_1997_014	0.044
QUI_WAC_1997_013	QUI_WAC_1997_015	0.107
QUI_WAC_1997_013	QUI_WAC_1997_018	0.003
QUI_WAC_1997_013	QUI_WAC_1997_020	0.051
QUI_WAC_1997_013	QUI_WAC_1997_022	0.099
QUI_WAC_1997_013	QUI_WAC_1997_025	0.003
QUI_WAC_1997_014	QUI_WAC_1997_022	0.036
QUI_WAC_1997_016	QUI_WAC_1997_023	0.053
QUI_WAC_1997_018	QUI_WAC_1997_025	0.864
QUI_WAC_2016_001	QUI_WAC_2016_004	0.003
QUI_WAC_2016_001	QUI_WAC_2016_009	0.027
QUI_WAC_2016_002	QUI_WAC_2016_009	0.003
QUI_WAC_2016_002	QUI_WAC_2016_012	0.001
QUI_WAC_2016_004	QUI_WAC_2016_006	0.003
QUI_WAC_2016_004	QUI_WAC_2016_008	0.008
QUI_WAC_2016_004	QUI_WAC_2016_009	0.011
QUI_WAC_2016_005	QUI_WAC_2016_006	0.005
QUI_WAC_2016_005	QUI_WAC_2016_009	0.02
QUI_WAC_2016_005	QUI_WAC_2016_011	0.234
QUI_WAC_2016_005	QUI_WAC_2016_012	0.031
QUI_WAC_2016_006	QUI_WAC_2016_009	0.341
QUI_WAC_2016_008	QUI_WAC_2016_009	0.004
QUI_WAC_2016_009	QUI_WAC_2016_011	0.057
QUI_WAC_2016_009	QUI_WAC_2016_012	0.04
QUI_WAC_2016_011	QUI_WAC_2016_012	0.098
REE_CRA_2009_135	REE_CRA_2009_136	0.002
REE_CRA_2009_135	REE_CRA_2009_138	0.962
REE_CRA_2009_135	REE_CRA_2009_141	0.974
REE_CRA_2009_135	REE_CRA_2009_142	0.247
REE_CRA_2009_135	REE_CRA_2009_143	0.901
REE_CRA_2009_135	REE_CRA_2009_144	0.002
REE_CRA_2009_135	REE_CRA_2009_145	0.978
REE_CRA_2009_135	REE_CRA_2009_146	0.934
REE_CRA_2009_135	REE_CRA_2009_148	0.004
REE_CRA_2009_135	REE_CRA_2009_149	0.968
REE_CRA_2009_135	REE_CRA_2009_151	0.905
REE_CRA_2009_135	REE_CRA_2009_152	0.105
REE_CRA_2009_135	REE_CRA_2009_153	0.936
REE_CRA_2009_135	REE_CRA_2009_155	0.946
REE_CRA_2009_136	REE_CRA_2009_137	0.365
REE_CRA_2009_136	REE_CRA_2009_141	0.002
REE_CRA_2009_136	REE_CRA_2009_143	0.001
REE_CRA_2009_136	REE_CRA_2009_145	0.002
REE_CRA_2009_136	REE_CRA_2009_149	0.002
REE_CRA_2009_136	REE_CRA_2009_151	0.001
REE_CRA_2009_136	REE_CRA_2009_152	0.001
REE_CRA_2009_136	REE_CRA_2009_155	0.001
REE_CRA_2009_137	REE_CRA_2009_152	0.004
REE_CRA_2009_138	REE_CRA_2009_141	0.973
REE_CRA_2009_138	REE_CRA_2009_142	0.191
REE_CRA_2009_138	REE_CRA_2009_143	0.956
REE_CRA_2009_138	REE_CRA_2009_144	0.004
REE_CRA_2009_138	REE_CRA_2009_145	0.845
REE_CRA_2009_138	REE_CRA_2009_146	0.895
REE_CRA_2009_138	REE_CRA_2009_148	0.004
REE_CRA_2009_138	REE_CRA_2009_149	0.948
REE_CRA_2009_138	REE_CRA_2009_151	0.89
REE_CRA_2009_138	REE_CRA_2009_152	0.094
REE_CRA_2009_138	REE_CRA_2009_153	0.898
REE_CRA_2009_138	REE_CRA_2009_155	0.898
REE_CRA_2009_139	REE_CRA_2009_142	0.006
REE_CRA_2009_141	REE_CRA_2009_142	0.211
REE_CRA_2009_141	REE_CRA_2009_143	0.967
REE_CRA_2009_141	REE_CRA_2009_144	0.004
REE_CRA_2009_141	REE_CRA_2009_145	0.95
REE_CRA_2009_141	REE_CRA_2009_146	0.927
REE_CRA_2009_141	REE_CRA_2009_148	0.005
REE_CRA_2009_141	REE_CRA_2009_149	0.983
REE_CRA_2009_141	REE_CRA_2009_151	0.969
REE_CRA_2009_141	REE_CRA_2009_152	0.121
REE_CRA_2009_141	REE_CRA_2009_153	0.929
REE_CRA_2009_141	REE_CRA_2009_155	0.982
REE_CRA_2009_142	REE_CRA_2009_143	0.161
REE_CRA_2009_142	REE_CRA_2009_144	0.243
REE_CRA_2009_142	REE_CRA_2009_145	0.188
REE_CRA_2009_142	REE_CRA_2009_146	0.247
REE_CRA_2009_142	REE_CRA_2009_148	0.603
REE_CRA_2009_142	REE_CRA_2009_149	0.194
REE_CRA_2009_142	REE_CRA_2009_151	0.148
REE_CRA_2009_142	REE_CRA_2009_152	0.018
REE_CRA_2009_142	REE_CRA_2009_153	0.222
REE_CRA_2009_142	REE_CRA_2009_155	0.152
REE_CRA_2009_143	REE_CRA_2009_144	0.006
REE_CRA_2009_143	REE_CRA_2009_145	0.969
REE_CRA_2009_143	REE_CRA_2009_146	0.95
REE_CRA_2009_143	REE_CRA_2009_148	0.007
REE_CRA_2009_143	REE_CRA_2009_149	0.964
REE_CRA_2009_143	REE_CRA_2009_151	0.927
REE_CRA_2009_143	REE_CRA_2009_152	0.106
REE_CRA_2009_143	REE_CRA_2009_153	0.925
REE_CRA_2009_143	REE_CRA_2009_155	0.93
REE_CRA_2009_144	REE_CRA_2009_145	0.004
REE_CRA_2009_144	REE_CRA_2009_146	0.003
REE_CRA_2009_144	REE_CRA_2009_148	0.913
REE_CRA_2009_144	REE_CRA_2009_149	0.004
REE_CRA_2009_144	REE_CRA_2009_150	0.003
REE_CRA_2009_144	REE_CRA_2009_151	0.004
REE_CRA_2009_144	REE_CRA_2009_152	0.013
REE_CRA_2009_144	REE_CRA_2009_153	0.003
REE_CRA_2009_144	REE_CRA_2009_155	0.002
REE_CRA_2009_145	REE_CRA_2009_146	0.923
REE_CRA_2009_145	REE_CRA_2009_148	0.006
REE_CRA_2009_145	REE_CRA_2009_149	0.965
REE_CRA_2009_145	REE_CRA_2009_151	0.902
REE_CRA_2009_145	REE_CRA_2009_152	0.115
REE_CRA_2009_145	REE_CRA_2009_153	0.925
REE_CRA_2009_145	REE_CRA_2009_155	0.944
REE_CRA_2009_146	REE_CRA_2009_148	0.004
REE_CRA_2009_146	REE_CRA_2009_149	0.911
REE_CRA_2009_146	REE_CRA_2009_151	0.83
REE_CRA_2009_146	REE_CRA_2009_152	0.065
REE_CRA_2009_146	REE_CRA_2009_153	0.951
REE_CRA_2009_146	REE_CRA_2009_155	0.853
REE_CRA_2009_147	REE_CRA_2009_154	0.371
REE_CRA_2009_148	REE_CRA_2009_149	0.006
REE_CRA_2009_148	REE_CRA_2009_150	0.004
REE_CRA_2009_148	REE_CRA_2009_151	0.007
REE_CRA_2009_148	REE_CRA_2009_152	0.021
REE_CRA_2009_148	REE_CRA_2009_153	0.004
REE_CRA_2009_148	REE_CRA_2009_155	0.005
REE_CRA_2009_149	REE_CRA_2009_151	0.965
REE_CRA_2009_149	REE_CRA_2009_152	0.126
REE_CRA_2009_149	REE_CRA_2009_153	0.914
REE_CRA_2009_149	REE_CRA_2009_155	0.98
REE_CRA_2009_150	REE_CRA_2009_152	0.405
REE_CRA_2009_151	REE_CRA_2009_152	0.124
REE_CRA_2009_151	REE_CRA_2009_153	0.756
REE_CRA_2009_151	REE_CRA_2009_155	0.983
REE_CRA_2009_152	REE_CRA_2009_153	0.067
REE_CRA_2009_152	REE_CRA_2009_155	0.125
REE_CRA_2009_153	REE_CRA_2009_155	0.858
REE_MHK_2000_003	REE_MHK_2000_014	0.138
REE_MHK_2000_003	REE_MHK_2000_022	0.986
REE_MHK_2000_003	REE_MHK_2000_026	0.288
REE_MHK_2000_003	REE_MHK_2000_031	0.728
REE_MHK_2000_004	REE_MHK_2000_012	0.787
REE_MHK_2000_004	REE_MHK_2000_015	0.294
REE_MHK_2000_004	REE_MHK_2000_027	0.148
REE_MHK_2000_005	REE_MHK_2000_016	0.047
REE_MHK_2000_005	REE_MHK_2000_027	0.017
REE_MHK_2000_005	REE_MHK_2000_028	0.028
REE_MHK_2000_006	REE_MHK_2000_012	0.002
REE_MHK_2000_006	REE_MHK_2000_013	0.035
REE_MHK_2000_006	REE_MHK_2000_014	0.014
REE_MHK_2000_006	REE_MHK_2000_025	0.116
REE_MHK_2000_006	REE_MHK_2000_026	0.094
REE_MHK_2000_006	REE_MHK_2000_028	0.002
REE_MHK_2000_006	REE_MHK_2000_029	0.175
REE_MHK_2000_009	REE_MHK_2000_015	0.001
REE_MHK_2000_009	REE_MHK_2000_021	0.63
REE_MHK_2000_011	REE_MHK_2000_012	0.001
REE_MHK_2000_011	REE_MHK_2000_017	0.934
REE_MHK_2000_012	REE_MHK_2000_015	0.067
REE_MHK_2000_012	REE_MHK_2000_017	0.001
REE_MHK_2000_012	REE_MHK_2000_027	0.045
REE_MHK_2000_013	REE_MHK_2000_014	0.486
REE_MHK_2000_013	REE_MHK_2000_025	0.315
REE_MHK_2000_013	REE_MHK_2000_026	0.058
REE_MHK_2000_013	REE_MHK_2000_029	0.802
REE_MHK_2000_014	REE_MHK_2000_022	0.219
REE_MHK_2000_014	REE_MHK_2000_025	0.009
REE_MHK_2000_014	REE_MHK_2000_026	0.475
REE_MHK_2000_014	REE_MHK_2000_029	0.333
REE_MHK_2000_014	REE_MHK_2000_031	0.065
REE_MHK_2000_015	REE_MHK_2000_021	0.039
REE_MHK_2000_015	REE_MHK_2000_027	0.067
REE_MHK_2000_016	REE_MHK_2000_027	0.092
REE_MHK_2000_022	REE_MHK_2000_026	0.301
REE_MHK_2000_022	REE_MHK_2000_031	0.926
REE_MHK_2000_025	REE_MHK_2000_026	0.002
REE_MHK_2000_025	REE_MHK_2000_029	0.388
REE_MHK_2000_026	REE_MHK_2000_029	0.283
REE_MHK_2000_026	REE_MHK_2000_031	0.352
REE_MHK_2016_001	REE_MHK_2016_002	0.003
REE_MHK_2016_001	REE_MHK_2016_003	0.005
REE_MHK_2016_001	REE_MHK_2016_004	0.111
REE_MHK_2016_001	REE_MHK_2016_005	0.003
REE_MHK_2016_002	REE_MHK_2016_003	0.001
REE_MHK_2016_002	REE_MHK_2016_004	0.005
REE_MHK_2016_002	REE_MHK_2016_005	0.001
REE_MHK_2016_003	REE_MHK_2016_004	0.009
REE_MHK_2016_003	REE_MHK_2016_005	0.013
REE_MHK_2016_004	REE_MHK_2016_005	0.029
REE_MRV_2016_001	REE_MRV_2016_004	0.002
REE_MRV_2016_002	REE_MRV_2016_004	0.001
REE_MRV_2016_003	REE_MRV_2016_005	0.006
REE_TNY_2001_001	REE_TNY_2001_017	0.367
REE_TNY_2001_002	REE_TNY_2001_005	0.05
REE_TNY_2001_002	REE_TNY_2001_010	0.625
REE_TNY_2001_002	REE_TNY_2001_014	0.015
REE_TNY_2001_003	REE_TNY_2001_006	0.026
REE_TNY_2001_005	REE_TNY_2001_010	0.681
REE_TNY_2001_005	REE_TNY_2001_014	0.013
REE_TNY_2001_006	REE_TNY_2001_009	0.008
REE_TNY_2001_006	REE_TNY_2001_011	0.029
REE_TNY_2001_006	REE_TNY_2001_012	0.05
REE_TNY_2001_008	REE_TNY_2001_012	0.043
REE_TNY_2001_009	REE_TNY_2001_011	0.288
REE_TNY_2001_011	REE_TNY_2001_014	0.003
REE_TNY_2001_012	REE_TNY_2001_014	0.015
REE_TNY_2001_013	REE_TNY_2001_015	0.647
ROC_FRZ_1997_005	ROC_FRZ_1997_007	0.023
ROC_FRZ_1997_005	ROC_FRZ_1997_009	0.013
ROC_FRZ_1997_005	ROC_FRZ_1997_011	0.001
ROC_FRZ_1997_005	ROC_FRZ_1997_026	0.35
ROC_FRZ_1997_007	ROC_FRZ_1997_009	0.472
ROC_FRZ_1997_007	ROC_FRZ_1997_011	0.001
ROC_FRZ_1997_007	ROC_FRZ_1997_022	0.058
ROC_FRZ_1997_007	ROC_FRZ_1997_026	0.01
ROC_FRZ_1997_009	ROC_FRZ_1997_022	0.002
ROC_FRZ_1997_011	ROC_FRZ_1997_022	0.005
ROC_FRZ_2000_030	ROC_FRZ_2000_032	0.001
ROC_FRZ_2000_030	ROC_FRZ_2000_046	0.002
ROC_FRZ_2000_032	ROC_FRZ_2000_039	0.009
ROC_FRZ_2000_032	ROC_FRZ_2000_046	0.006
ROC_FRZ_2017_001	ROC_FRZ_2017_015	0.002
ROC_FRZ_2017_001	ROC_FRZ_2017_041	0.006
ROC_FRZ_2017_001	ROC_FRZ_2017_070	0.002
ROC_FRZ_2017_001	ROC_FRZ_2017_076	0.021
ROC_FRZ_2017_008	ROC_FRZ_2017_015	0.106
ROC_FRZ_2017_008	ROC_FRZ_2017_040	0.031
ROC_FRZ_2017_008	ROC_FRZ_2017_041	0.051
ROC_FRZ_2017_008	ROC_FRZ_2017_069	0.008
ROC_FRZ_2017_008	ROC_FRZ_2017_076	0.004
ROC_FRZ_2017_009	ROC_FRZ_2017_012	0.822
ROC_FRZ_2017_009	ROC_FRZ_2017_026	0.872
ROC_FRZ_2017_009	ROC_FRZ_2017_035	0.91
ROC_FRZ_2017_009	ROC_FRZ_2017_037	0.057
ROC_FRZ_2017_009	ROC_FRZ_2017_040	0.637
ROC_FRZ_2017_009	ROC_FRZ_2017_041	0.007
ROC_FRZ_2017_012	ROC_FRZ_2017_026	0.912
ROC_FRZ_2017_012	ROC_FRZ_2017_035	0.318
ROC_FRZ_2017_012	ROC_FRZ_2017_037	0.064
ROC_FRZ_2017_012	ROC_FRZ_2017_040	0.032
ROC_FRZ_2017_012	ROC_FRZ_2017_041	0.007
ROC_FRZ_2017_015	ROC_FRZ_2017_040	0.015
ROC_FRZ_2017_015	ROC_FRZ_2017_041	0.01
ROC_FRZ_2017_015	ROC_FRZ_2017_069	0.043
ROC_FRZ_2017_015	ROC_FRZ_2017_070	0.002
ROC_FRZ_2017_015	ROC_FRZ_2017_076	0.039
ROC_FRZ_2017_026	ROC_FRZ_2017_035	0.864
ROC_FRZ_2017_026	ROC_FRZ_2017_037	0.048
ROC_FRZ_2017_026	ROC_FRZ_2017_040	0.382
ROC_FRZ_2017_026	ROC_FRZ_2017_041	0.007
ROC_FRZ_2017_028	ROC_FRZ_2017_040	0.029
ROC_FRZ_2017_028	ROC_FRZ_2017_041	0.005
ROC_FRZ_2017_035	ROC_FRZ_2017_037	0.026
ROC_FRZ_2017_035	ROC_FRZ_2017_040	0.023
ROC_FRZ_2017_035	ROC_FRZ_2017_041	0.007
ROC_FRZ_2017_037	ROC_FRZ_2017_040	0.157
ROC_FRZ_2017_037	ROC_FRZ_2017_041	0.007
ROC_FRZ_2017_037	ROC_FRZ_2017_062	0.839
ROC_FRZ_2017_037	ROC_FRZ_2017_063	0.397
ROC_FRZ_2017_040	ROC_FRZ_2017_041	0.009
ROC_FRZ_2017_040	ROC_FRZ_2017_062	0.088
ROC_FRZ_2017_040	ROC_FRZ_2017_063	0.088
ROC_FRZ_2017_052	ROC_FRZ_2017_069	0.565
ROC_FRZ_2017_052	ROC_FRZ_2017_076	0.32
ROC_FRZ_2017_062	ROC_FRZ_2017_063	0.726
ROC_FRZ_2017_069	ROC_FRZ_2017_076	0.299
ROC_ROC_2009_001	ROC_ROC_2009_002	0.255
ROC_ROC_2009_001	ROC_ROC_2009_003	0.834
ROC_ROC_2009_002	ROC_ROC_2009_003	0.316
ROC_ROC_2009_005	ROC_ROC_2009_010	0.217
ROC_ROC_2009_006	ROC_ROC_2009_009	0.006
ROC_ROC_2009_008	ROC_ROC_2009_010	0.035
ROC_ROC_2017_003	ROC_ROC_2017_004	0.529
ROC_ROC_2017_003	ROC_ROC_2017_007	0.001
ROC_TOJ_2017_001	ROC_TOJ_2017_011	0.971
ROC_TOJ_2017_001	ROC_TOJ_2017_046	0.003
ROC_TOJ_2017_003	ROC_TOJ_2017_026	0.985
ROC_TOJ_2017_004	ROC_TOJ_2017_020	0.154
ROC_TOJ_2017_011	ROC_TOJ_2017_046	0.012
ROC_TOJ_2017_012	ROC_TOJ_2017_036	0.176
ROC_TOJ_2017_012	ROC_TOJ_2017_044	0.203
ROC_TOJ_2017_016	ROC_TOJ_2017_025	0.003
ROC_TOJ_2017_021	ROC_TOJ_2017_023	0.962
ROC_TOJ_2017_023	ROC_TOJ_2017_037	0.024
ROC_TOJ_2017_025	ROC_TOJ_2017_030	0.001
ROC_TOJ_2017_036	ROC_TOJ_2017_044	0.97
ROC_WLN_2009_001	ROC_WLN_2009_010	0.042
ROC_WLN_2009_001	ROC_WLN_2009_019	0.202
ROC_WLN_2009_004	ROC_WLN_2009_017	0.968
ROC_WLN_2009_005	ROC_WLN_2009_006	0.877
ROC_WLN_2009_007	ROC_WLN_2009_013	0.004
ROC_WLN_2009_008	ROC_WLN_2009_011	0.443
ROC_WLN_2009_009	ROC_WLN_2009_333	0.727
ROC_WLN_2009_010	ROC_WLN_2009_012	0.001
ROC_WLN_2009_013	ROC_WLN_2009_016	0.026
ROC_WLN_2009_013	ROC_WLN_2009_018	0.823
ROC_WLN_2009_014	ROC_WLN_2009_015	0.986
ROC_WLN_2009_016	ROC_WLN_2009_018	0.007
ROC_WLN_2017_001	ROC_WLN_2017_005	0.005
ROC_WLN_2017_003	ROC_WLN_2017_004	0.012
ROC_WLN_2017_003	ROC_WLN_2017_008	0.002
ROC_WLN_2017_004	ROC_WLN_2017_005	0.004
ROC_WLN_2017_004	ROC_WLN_2017_008	0.004
ROC_WLN_2017_005	ROC_WLN_2017_006	0.001
ROC_WLN_2017_005	ROC_WLN_2017_009	0.812
ROC_WLN_2017_006	ROC_WLN_2017_009	0.001
ROC_WLN_2017_007	ROC_WLN_2017_010	0.251
SFH_2BO_2016_002	SFH_2BO_2016_004	0.21
SFH_2BO_2016_002	SFH_2BO_2016_016	0.023
SFH_2BO_2016_003	SFH_2BO_2016_016	0.009
SFH_2BO_2016_004	SFH_2BO_2016_006	0.002
SFH_2BO_2016_004	SFH_2BO_2016_007	0.008
SFH_2BO_2016_004	SFH_2BO_2016_014	0.002
SFH_2BO_2016_004	SFH_2BO_2016_015	0.001
SFH_2BO_2016_004	SFH_2BO_2016_016	0.009
SFH_2BO_2016_005	SFH_2BO_2016_008	0.629
SFH_2BO_2016_005	SFH_2BO_2016_016	0.01
SFH_2BO_2016_006	SFH_2BO_2016_007	0.24
SFH_2BO_2016_006	SFH_2BO_2016_014	0.034
SFH_2BO_2016_006	SFH_2BO_2016_015	0.018
SFH_2BO_2016_006	SFH_2BO_2016_016	0.05
SFH_2BO_2016_007	SFH_2BO_2016_014	0.002
SFH_2BO_2016_007	SFH_2BO_2016_016	0.006
SFH_2BO_2016_008	SFH_2BO_2016_016	0.018
SFH_2BO_2016_009	SFH_2BO_2016_010	0.985
SFH_2BO_2016_009	SFH_2BO_2016_011	0.237
SFH_2BO_2016_009	SFH_2BO_2016_012	0.149
SFH_2BO_2016_009	SFH_2BO_2016_013	0.894
SFH_2BO_2016_010	SFH_2BO_2016_011	0.596
SFH_2BO_2016_010	SFH_2BO_2016_012	0.951
SFH_2BO_2016_010	SFH_2BO_2016_013	0.975
SFH_2BO_2016_011	SFH_2BO_2016_012	0.998
SFH_2BO_2016_011	SFH_2BO_2016_013	0.901
SFH_2BO_2016_012	SFH_2BO_2016_013	0.208
SFH_2BO_2016_015	SFH_2BO_2016_016	0.032
SFH_4BO_2016_017	SFH_4BO_2016_020	0.056
SFH_4BO_2016_017	SFH_4BO_2016_023	0.253
SFH_4BO_2016_017	SFH_4BO_2016_024	0.081
SFH_4BO_2016_018	SFH_4BO_2016_019	0.771
SFH_4BO_2016_018	SFH_4BO_2016_020	0.002
SFH_4BO_2016_018	SFH_4BO_2016_022	0.992
SFH_4BO_2016_018	SFH_4BO_2016_023	0.005
SFH_4BO_2016_018	SFH_4BO_2016_024	0.008
SFH_4BO_2016_019	SFH_4BO_2016_022	0.941
SFH_4BO_2016_019	SFH_4BO_2016_023	0.005
SFH_4BO_2016_019	SFH_4BO_2016_024	0.005
SFH_4BO_2016_019	SFH_4BO_2016_027	0.003
SFH_4BO_2016_020	SFH_4BO_2016_022	0.001
SFH_4BO_2016_020	SFH_4BO_2016_023	0.061
SFH_4BO_2016_020	SFH_4BO_2016_024	0.528
SFH_4BO_2016_020	SFH_4BO_2016_027	0.017
SFH_4BO_2016_021	SFH_4BO_2016_023	0.023
SFH_4BO_2016_021	SFH_4BO_2016_024	0.071
SFH_4BO_2016_022	SFH_4BO_2016_023	0.005
SFH_4BO_2016_022	SFH_4BO_2016_024	0.007
SFH_4BO_2016_023	SFH_4BO_2016_024	0.122
SFH_4BO_2016_024	SFH_4BO_2016_028	0.004
SFH_4BO_2016_027	SFH_4BO_2016_028	0.002
SFH_DIX_2011_355	SFH_DIX_2011_356	0.006
SFH_DIX_2011_355	SFH_DIX_2011_357	0.001
SFH_DIX_2011_355	SFH_DIX_2011_363	0.002
SFH_DIX_2011_356	SFH_DIX_2011_357	0.004
SFH_DIX_2011_356	SFH_DIX_2011_358	0.002
SFH_DIX_2011_356	SFH_DIX_2011_363	0.001
SFH_DIX_2011_357	SFH_DIX_2011_358	0.001
SFH_DIX_2011_357	SFH_DIX_2011_362	0.002
SFH_DIX_2011_357	SFH_DIX_2011_363	0.001
SFH_DIX_2011_358	SFH_DIX_2011_362	0.006
SFH_DIX_2011_362	SFH_DIX_2011_363	0.009
SFH_DIX_2014_001	SFH_DIX_2014_004	0.007
SFH_DIX_2014_002	SFH_DIX_2014_004	0.005
SFH_LEE_2016_002	SFH_LEE_2016_003	0.004
SFH_LEE_2016_002	SFH_LEE_2016_008	0.002
SFH_LEE_2016_002	SFH_LEE_2016_013	0.083
SFH_LEE_2016_002	SFH_LEE_2016_017	0.105
SFH_LEE_2016_003	SFH_LEE_2016_007	0.004
SFH_LEE_2016_003	SFH_LEE_2016_014	0.009
SFH_LEE_2016_005	SFH_LEE_2016_008	0.005
SFH_LEE_2016_005	SFH_LEE_2016_017	0.007
SFH_LEE_2016_007	SFH_LEE_2016_013	0.001
SFH_LEE_2016_007	SFH_LEE_2016_014	0.001
